,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
23520,84TH AVE / 168A ST,"[-122.7551969, 49.1554568]"
23521,84TH AVE / FRASER HWY,"[-122.7747804, 49.1556878]"
23522,84TH AVE / KING GEORGE BLVD,"[-122.8458422, 49.1554303]"
23523,84TH AVE / VENTURE WAY,"[-122.7844237, 49.1554221]"
23524,8500  168TH ST,"[-122.7566011, 49.1576208]"
23525,8500 120A ST,"[-122.8888179, 49.1574176]"
23526,8500 120A ST ,"[-122.8888179, 49.1574176]"
23527,8500 120A ST     ,"[-122.8888179, 49.1574176]"
23528,8500 120TH ST,"[-122.8902394, 49.1574197]"
23529,8500 120TH ST ,"[-122.8902394, 49.1574197]"
23530,8500 120TH ST     ,"[-122.8902394, 49.1574197]"
23531,8500 121A ST ,"[-122.8862032, 49.1575751]"
23532,8500 121A ST     ,"[-122.8862032, 49.1575751]"
23533,8500 121ST ST,"[-122.8874378, 49.157698]"
23534,8500 121ST ST ,"[-122.8874378, 49.157698]"
23535,8500 121ST ST     ,"[-122.8874378, 49.157698]"
23536,8500 122A ST ,"[-122.8829566, 49.1377367]"
23537,8500 122ND ST ,"[-122.8848443, 49.1576888]"
23538,8500 123RD ST,"[-122.8822911, 49.1578131]"
23539,8500 123RD ST ,"[-122.8822911, 49.1578131]"
23540,8500 123RD ST     ,"[-122.8822911, 49.1578131]"
23541,8500 128TH ST ,"[-122.8677971, 49.1326534]"
23542,8500 132ND ST,"[-122.8568438, 49.1595751]"
23543,8500 132ND ST ,"[-122.8568438, 49.1595751]"
23544,8500 132ND ST     ,"[-122.8568438, 49.1595751]"
23545,8500 134A ST ,"[-122.8499954, 49.1462883]"
23546,8500 134TH ST,"[-122.851896, 49.157332]"
23547,8500 134TH ST ,"[-122.851896, 49.157332]"
23548,8500 140TH ST ,"[-122.8345343, 49.1585325]"
23549,8500 140TH ST     ,"[-122.8345343, 49.1585325]"
23550,8500 141A ST,"[-122.8318609, 49.1583096]"
23551,8500 141A ST ,"[-122.8318609, 49.1583096]"
23552,8500 141A ST     ,"[-122.8318609, 49.1583096]"
23553,8500 141ST ST,"[-122.8332476, 49.158525]"
23554,8500 141ST ST ,"[-122.8332476, 49.158525]"
23555,8500 141ST ST     ,"[-122.8332476, 49.158525]"
23556,8500 142A ST,"[-122.8268458, 49.1574645]"
23557,8500 142A ST ,"[-122.8268458, 49.1574645]"
23558,8500 142A ST     ,"[-122.8268458, 49.1574645]"
23559,8500 142ND ST ,"[-122.8289384, 49.1596268]"
23560,8500 142ND ST     ,"[-122.8289384, 49.1596268]"
23561,8500 143RD ST,"[-122.8255437, 49.1573679]"
23562,8500 143RD ST ,"[-122.8255437, 49.1573679]"
23563,8500 143RD ST     ,"[-122.8255437, 49.1573679]"
23564,8500 144A ST,"[-122.8219246, 49.1584024]"
23565,8500 144A ST ,"[-122.8219246, 49.1584024]"
23566,8500 144A ST     ,"[-122.8219246, 49.1584024]"
23567,8500 144TH ST ,"[-122.8233469, 49.1573805]"
23568,8500 144TH ST     ,"[-122.8233469, 49.1573805]"
23569,8500 145A ST,"[-122.8193335, 49.1584023]"
23570,8500 145A ST ,"[-122.8193335, 49.1584023]"
23571,8500 145A ST     ,"[-122.8193335, 49.1584023]"
23572,8500 145TH ST,"[-122.8206294, 49.1583973]"
23573,8500 145TH ST ,"[-122.8206294, 49.1583973]"
23574,8500 146A ST,"[-122.816301, 49.1590931]"
23575,8500 146A ST ,"[-122.816301, 49.1590931]"
23576,8500 146TH ST ,"[-122.8180384, 49.1578348]"
23577,8500 146TH ST     ,"[-122.8180384, 49.1578348]"
23578,8500 148A ST,"[-122.8111993, 49.1586389]"
23579,8500 148A ST ,"[-122.8111993, 49.1586389]"
23580,8500 148A ST     ,"[-122.8111993, 49.1586389]"
23581,8500 148B ST,"[-122.8100126, 49.1587258]"
23582,8500 148B ST ,"[-122.8100126, 49.1587258]"
23583,8500 148B ST     ,"[-122.8100126, 49.1587258]"
23584,8500 148TH ST,"[-122.8123838, 49.1573489]"
23585,8500 148TH ST ,"[-122.8123838, 49.1573489]"
23586,8500 148TH ST     ,"[-122.8123838, 49.1573489]"
23587,8500 149A ST,"[-122.8082609, 49.157478]"
23588,8500 149A ST ,"[-122.8082609, 49.157478]"
23589,8500 149A ST     ,"[-122.8082609, 49.157478]"
23590,8500 150TH ST,"[-122.8069145, 49.1587637]"
23591,8500 150TH ST ,"[-122.8069145, 49.1587637]"
23592,8500 150TH ST     ,"[-122.8069145, 49.1587637]"
23593,8500 151A ST,"[-122.8028314, 49.1573941]"
23594,8500 151A ST ,"[-122.8028314, 49.1573941]"
23595,8500 151A ST     ,"[-122.8028314, 49.1573941]"
23596,8500 152A ST,"[-122.7998798, 49.1574101]"
23597,8500 152A ST     ,"[-122.7998798, 49.1574101]"
23598,8500 152ND ST,"[-122.8012998, 49.157508]"
23599,8500 152ND ST ,"[-122.8012998, 49.157508]"
23600,8500 152ND ST     ,"[-122.8012998, 49.157508]"
23601,8500 154TH ST,"[-122.7962772, 49.1571199]"
23602,8500 154TH ST ,"[-122.7962772, 49.1571199]"
23603,8500 154TH ST     ,"[-122.7962772, 49.1571199]"
23604,8500 156TH ST,"[-122.7901161, 49.1573275]"
23605,8500 156TH ST ,"[-122.7901161, 49.1573275]"
23606,8500 156TH ST     ,"[-122.7901161, 49.1573275]"
23607,8500 160TH ST,"[-122.7787647, 49.157365]"
23608,8500 160TH ST     ,"[-122.7787647, 49.157365]"
23609,8500 162ND ST,"[-122.7732382, 49.1573664]"
23610,8500 162ND ST ,"[-122.7732382, 49.1573664]"
23611,8500 162ND ST     ,"[-122.7732382, 49.1573664]"
23612,8500 164A ST ,"[-122.7664665, 49.1573573]"
23613,8500 164A ST     ,"[-122.7664665, 49.1573573]"
23614,8500 164TH ST,"[-122.7677545, 49.1573657]"
23615,8500 164TH ST ,"[-122.7677545, 49.1573657]"
23616,8500 164TH ST     ,"[-122.7677545, 49.1573657]"
23617,8500 165A ST,"[-122.763937, 49.157113]"
23618,8500 165A ST ,"[-122.763937, 49.157113]"
23619,8500 165A ST     ,"[-122.763937, 49.157113]"
23620,8500 165TH ST,"[-122.7651994, 49.1579443]"
23621,8500 165TH ST ,"[-122.7651994, 49.1579443]"
23622,8500 165TH ST     ,"[-122.7651994, 49.1579443]"
23623,8500 166A ST,"[-122.7613796, 49.1571893]"
23624,8500 166A ST ,"[-122.7613796, 49.1571893]"
23625,8500 166A ST     ,"[-122.7613796, 49.1571893]"
23626,8500 166TH ST ,"[-122.7627451, 49.1572279]"
23627,8500 166TH ST     ,"[-122.7627451, 49.1572279]"
23628,8500 167TH ST,"[-122.7591493, 49.1573401]"
23629,8500 167TH ST ,"[-122.7591493, 49.1573401]"
23630,8500 167TH ST     ,"[-122.7591493, 49.1573401]"
23631,8500 168A ST,"[-122.7551524, 49.1554363]"
23632,8500 168A ST ,"[-122.7551524, 49.1554363]"
23633,8500 168A ST     ,"[-122.7551524, 49.1554363]"
23634,8500 168TH ST,"[-122.7566011, 49.1576208]"
23635,8500 168TH ST ,"[-122.7566011, 49.1576208]"
23636,8500 168TH ST     ,"[-122.7566011, 49.1576208]"
23637,8500 171ST ST ,"[-122.7480301, 49.1583447]"
23638,8500 172ND ST,"[-122.7458725, 49.1570873]"
23639,8500 184TH ST,"[-122.7125574, 49.1571928]"
23640,8500 184TH ST ,"[-122.7125574, 49.1571928]"
23641,8500 188TH ST,"[-122.7015636, 49.1572745]"
23642,8500 188TH ST ,"[-122.7015636, 49.1572745]"
23643,8500 BLOCK 148TH ST,"[-122.8123838, 49.1573489]"
23644,8500 BLOCK 192ND ST,"[-122.6905814, 49.1574782]"
23645,8500 BLOCK KING GEORGE BLVD,"[-119.1863459, 50.6629387]"
23646,8500 BLOCK VENTURE WAY    ,"[-119.1863459, 50.6629387]"
23647,8500 KING GEORGE BLVD,"[-122.8968593, 49.2085329]"
23648,8500 KING GEORGE BLVD    ,"[-122.8968593, 49.2085329]"
23649,8500 WILDWOOD PL,"[-122.7510712, 49.1572676]"
23650,8500 WILDWOOD PL ,"[-122.7510712, 49.1572676]"
23651,8500 WILDWOOD PL     ,"[-122.7510712, 49.1572676]"
23652,85A AVE / 144A ST,"[-122.8219705, 49.1578393]"
23653,85A AVE / 144TH ST,"[-122.8234058, 49.1578006]"
23654,85A AVE / 154TH ST,"[-122.7959027, 49.1582748]"
23655,85A AVE / 156TH ST,"[-122.7901815, 49.1582792]"
23656,85TH AVE / 120A ST,"[-122.8888727, 49.1574179]"
23657,85TH AVE / 120TH ST,"[-122.8904559, 49.1574204]"
23658,85TH AVE / 128TH ST,"[-122.8679741, 49.15742]"
23659,85TH AVE / 134TH ST,"[-122.851728, 49.1569748]"
23660,85TH AVE / 140TH ST,"[-122.8347028, 49.1585326]"
23661,85TH AVE / 162ND ST,"[-122.773293, 49.1573669]"
23662,85TH AVE / 164TH ST,"[-122.7678025, 49.1573662]"
23663,85TH AVE / 85TH AVENUE STRD,"[-122.9095098, 49.1577376]"
23664,8600  152A ST,"[-122.7998238, 49.1591913]"
23665,8600 120TH ST,"[-122.8901987, 49.1595859]"
23666,8600 120TH ST ,"[-122.8901987, 49.1595859]"
23667,8600 120TH ST     ,"[-122.8901987, 49.1595859]"
23668,8600 124TH ST ,"[-122.8790826, 49.1463094]"
23669,8600 128TH ST,"[-122.8679288, 49.1589472]"
23670,8600 128TH ST ,"[-122.8679288, 49.1589472]"
23671,8600 128TH ST     ,"[-122.8679288, 49.1589472]"
23672,8600 130TH ST,"[-122.8623462, 49.1606182]"
23673,8600 130TH ST ,"[-122.8623462, 49.1606182]"
23674,8600 130TH ST     ,"[-122.8623462, 49.1606182]"
23675,8600 132ND ST,"[-122.8568354, 49.1590371]"
23676,8600 132ND ST ,"[-122.8568354, 49.1590371]"
23677,8600 132ND ST     ,"[-122.8568354, 49.1590371]"
23678,8600 140B ST ,"[-122.8322132, 49.1604556]"
23679,8600 140TH ST ,"[-122.8345218, 49.1596805]"
23680,8600 141B ST,"[-122.8295434, 49.1605646]"
23681,8600 141B ST ,"[-122.8295434, 49.1605646]"
23682,8600 141B ST     ,"[-122.8295434, 49.1605646]"
23683,8600 141ST ST,"[-122.8326685, 49.1594211]"
23684,8600 141ST ST ,"[-122.8326685, 49.1594211]"
23685,8600 141ST ST     ,"[-122.8326685, 49.1594211]"
23686,8600 143A ST,"[-122.8244998, 49.1600385]"
23687,8600 143A ST ,"[-122.8244998, 49.1600385]"
23688,8600 143A ST     ,"[-122.8244998, 49.1600385]"
23689,8600 143RD ST,"[-122.8261972, 49.1592262]"
23690,8600 143RD ST ,"[-122.8261972, 49.1592262]"
23691,8600 143RD ST     ,"[-122.8261972, 49.1592262]"
23692,8600 144A ST,"[-122.8219526, 49.1591679]"
23693,8600 144TH ST,"[-122.8233691, 49.1591862]"
23694,8600 144TH ST ,"[-122.8233691, 49.1591862]"
23695,8600 144TH ST     ,"[-122.8233691, 49.1591862]"
23696,8600 145A ST,"[-122.8194072, 49.159136]"
23697,8600 145A ST     ,"[-122.8194072, 49.159136]"
23698,8600 146A ST ,"[-122.8162987, 49.1592152]"
23699,8600 147A ST,"[-122.8144237, 49.1595647]"
23700,8600 147A ST ,"[-122.8144237, 49.1595647]"
23701,8600 147A ST     ,"[-122.8144237, 49.1595647]"
23702,8600 147TH ST,"[-122.8144802, 49.1605771]"
23703,8600 147TH ST ,"[-122.8144802, 49.1605771]"
23704,8600 147TH ST     ,"[-122.8144802, 49.1605771]"
23705,8600 148A ST ,"[-122.8113255, 49.1591885]"
23706,8600 148TH ST,"[-122.8123834, 49.1591866]"
23707,8600 148TH ST ,"[-122.8123834, 49.1591866]"
23708,8600 148TH ST     ,"[-122.8123834, 49.1591866]"
23709,8600 149A ST ,"[-122.8082067, 49.1591864]"
23710,8600 149A ST     ,"[-122.8082067, 49.1591864]"
23711,8600 149TH ST,"[-122.8095282, 49.1599381]"
23712,8600 149TH ST ,"[-122.8095282, 49.1599381]"
23713,8600 150TH ST,"[-122.8068983, 49.1592039]"
23714,8600 150TH ST ,"[-122.8068983, 49.1592039]"
23715,8600 150TH ST     ,"[-122.8068983, 49.1592039]"
23716,8600 151B ST ,"[-122.8022481, 49.1599509]"
23717,8600 152A ST,"[-122.7998238, 49.1591913]"
23718,8600 152A ST ,"[-122.7998238, 49.1591913]"
23719,8600 152A ST     ,"[-122.7998238, 49.1591913]"
23720,8600 152ND ST,"[-122.8013197, 49.1591874]"
23721,8600 152ND ST ,"[-122.8013197, 49.1591874]"
23722,8600 152ND ST     ,"[-122.8013197, 49.1591874]"
23723,8600 154A ST,"[-122.7948216, 49.1591425]"
23724,8600 154A ST ,"[-122.7948216, 49.1591425]"
23725,8600 154A ST     ,"[-122.7948216, 49.1591425]"
23726,8600 154B ST ,"[-122.7935582, 49.160377]"
23727,8600 154B ST     ,"[-122.7935582, 49.160377]"
23728,8600 154TH ST,"[-122.7961005, 49.1611656]"
23729,8600 154TH ST ,"[-122.7961005, 49.1611656]"
23730,8600 154TH ST     ,"[-122.7961005, 49.1611656]"
23731,8600 155TH ST,"[-122.7927398, 49.1591538]"
23732,8600 156TH ST,"[-122.7901309, 49.159132]"
23733,8600 156TH ST ,"[-122.7901309, 49.159132]"
23734,8600 156TH ST     ,"[-122.7901309, 49.159132]"
23735,8600 158TH ST,"[-122.7851413, 49.1598657]"
23736,8600 158TH ST ,"[-122.7851413, 49.1598657]"
23737,8600 158TH ST     ,"[-122.7851413, 49.1598657]"
23738,8600 159TH ST,"[-122.7821204, 49.1586837]"
23739,8600 159TH ST ,"[-122.7821204, 49.1586837]"
23740,8600 159TH ST     ,"[-122.7821204, 49.1586837]"
23741,8600 160TH ST,"[-122.7788675, 49.1590849]"
23742,8600 160TH ST ,"[-122.7788675, 49.1590849]"
23743,8600 160TH ST     ,"[-122.7788675, 49.1590849]"
23744,8600 161A ST,"[-122.7746252, 49.1596653]"
23745,8600 161A ST ,"[-122.7746252, 49.1596653]"
23746,8600 161ST ST,"[-122.7759522, 49.1590736]"
23747,8600 161ST ST ,"[-122.7759522, 49.1590736]"
23748,8600 161ST ST     ,"[-122.7759522, 49.1590736]"
23749,8600 162 ST ,"[-122.7731994, 49.1590719]"
23750,8600 162A ST ,"[-122.7720578, 49.1603989]"
23751,8600 162A ST     ,"[-122.7720578, 49.1603989]"
23752,8600 162ND ST,"[-122.7731994, 49.1590719]"
23753,8600 162ND ST ,"[-122.7731994, 49.1590719]"
23754,8600 162ND ST     ,"[-122.7731994, 49.1590719]"
23755,8600 164TH ST,"[-122.7677131, 49.1592046]"
23756,8600 164TH ST ,"[-122.7677131, 49.1592046]"
23757,8600 165A ST ,"[-122.7638573, 49.1585113]"
23758,8600 165A ST     ,"[-122.7638573, 49.1585113]"
23759,8600 166B ST ,"[-122.7608994, 49.1605227]"
23760,8600 166TH ST,"[-122.7622252, 49.1606495]"
23761,8600 167TH ST ,"[-122.7592787, 49.1591846]"
23762,8600 167TH ST     ,"[-122.7592787, 49.1591846]"
23763,8600 168A ST,"[-122.7557804, 49.1609111]"
23764,8600 168A ST     ,"[-122.7557804, 49.1609111]"
23765,8600 168B ST,"[-122.7536941, 49.1511304]"
23766,8600 168B ST ,"[-122.7536941, 49.1511304]"
23767,8600 168B ST     ,"[-122.7536941, 49.1511304]"
23768,8600 170TH ST,"[-122.7535201, 49.1575219]"
23769,8600 170TH ST     ,"[-122.7535201, 49.1575219]"
23770,8600 171ST ST     ,"[-122.7516412, 49.1599419]"
23771,8600 184TH ST ,"[-122.7126061, 49.1589652]"
23772,8600 187TH ST ,"[-122.7052879, 49.1583136]"
23773,8600 188TH ST ,"[-122.7015764, 49.1591278]"
23774,8600 192ND ST,"[-122.6902889, 49.1591988]"
23775,8600 AUGUST DR,"[-122.7985884, 49.1591824]"
23776,8600 AUGUST DR ,"[-122.7985884, 49.1591824]"
23777,8600 AUGUST DR     ,"[-122.7985884, 49.1591824]"
23778,8600 BLOCK 154A ST    ,"[-122.7948216, 49.1591425]"
23779,8600 BLOCK 192ND ST,"[-122.6902889, 49.1591988]"
23780,8600 FRUNO PL ,"[-122.6929912, 49.1601258]"
23781,8600 GALWAY CRES,"[-122.853358, 49.1600835]"
23782,8600 GALWAY CRES ,"[-122.853358, 49.1600835]"
23783,8600 GALWAY CRES     ,"[-122.853358, 49.1600835]"
23784,8600 HARVIE RD,"[-122.7041405, 49.1591039]"
23785,8600 HARVIE RD ,"[-122.7041405, 49.1591039]"
23786,8600 KING GEORGE BLVD,"[-122.8968593, 49.2085329]"
23787,8600 KING GEORGE BLVD    ,"[-122.8968593, 49.2085329]"
23788,8600 MARGATE PL ,"[-122.7915275, 49.1591488]"
23789,8600 MARGATE PL     ,"[-122.7915275, 49.1591488]"
23790,8600 MILTON DR ,"[-122.8082916, 49.1608792]"
23791,8600 MILTON DR     ,"[-122.8082916, 49.1608792]"
23792,8600 PRESTIGE PL,"[-122.7973423, 49.1603548]"
23793,8600 PRESTIGE PL ,"[-122.7973423, 49.1603548]"
23794,8600 TULSY CRES,"[-122.8533454, 49.1601322]"
23795,8600 TULSY CRES ,"[-122.8533454, 49.1601322]"
23796,8600 TULSY CRES     ,"[-122.8533454, 49.1601322]"
23797,8600 TULSY CRES E,"[-122.8510778, 49.1593977]"
23798,8600 TULSY CRES E    ,"[-122.8510778, 49.1593977]"
23799,8600 TULSY CRES W,"[-122.8533454, 49.1601322]"
23800,8600 TULSY CRES W    ,"[-122.8533454, 49.1601322]"
23801,8600 TUNIS PL,"[-122.7922971, 49.1603733]"
23802,8600 TUNIS PL ,"[-122.7922971, 49.1603733]"
23803,86A AVE / 140B ST,"[-122.8322577, 49.1604555]"
23804,86A AVE / 143RD ST,"[-122.8261831, 49.1600721]"
23805,86A AVE / 144TH ST,"[-122.8234239, 49.1600231]"
23806,86A AVE / 146TH ST,"[-122.8180434, 49.1593749]"
23807,86A AVE / 150TH ST,"[-122.8069391, 49.160067]"
23808,86A AVE / 159TH ST,"[-122.782017, 49.1602277]"
23809,86A AVE / 170TH ST,"[-122.7507246, 49.1607987]"
23810,86B AVE / 156TH ST,"[-122.790155, 49.1603508]"
23811,86TH AVE / 120TH ST,"[-122.8904455, 49.1595834]"
23812,86TH AVE / 123RD ST,"[-122.8823437, 49.1595806]"
23813,86TH AVE / 128TH ST,"[-122.8680605, 49.1589453]"
23814,86TH AVE / 130TH ST,"[-122.8623676, 49.1591831]"
23815,86TH AVE / 132ND ST,"[-122.8568917, 49.1595747]"
23816,86TH AVE / 148TH ST,"[-122.8124313, 49.1591864]"
23817,86TH AVE / 152ND ST,"[-122.8015526, 49.1591881]"
23818,86TH AVE / 156TH ST,"[-122.7901788, 49.1591324]"
23819,86TH AVE / 161A ST,"[-122.7746693, 49.1590688]"
23820,86TH AVE / AUGUST DR,"[-122.7986329, 49.1591823]"
23821,8700  128TH ST,"[-122.8679175, 49.160703]"
23822,8700  159TH ST,"[-122.7815199, 49.1612942]"
23823,8700  161ST ST,"[-122.776022, 49.1610628]"
23824,8700 120TH ST ,"[-122.8902017, 49.1612031]"
23825,8700 120TH ST     ,"[-122.8902017, 49.1612031]"
23826,8700 128A ST,"[-122.866536, 49.1608893]"
23827,8700 128A ST ,"[-122.866536, 49.1608893]"
23828,8700 128A ST     ,"[-122.866536, 49.1608893]"
23829,8700 128TH ST,"[-122.8679175, 49.160703]"
23830,8700 128TH ST ,"[-122.8679175, 49.160703]"
23831,8700 129TH ST,"[-122.8652439, 49.1607068]"
23832,8700 129TH ST ,"[-122.8652439, 49.1607068]"
23833,8700 129TH ST     ,"[-122.8652439, 49.1607068]"
23834,8700 130TH ST,"[-122.8623143, 49.1592481]"
23835,8700 130TH ST ,"[-122.8623143, 49.1592481]"
23836,8700 132ND ST,"[-122.8568356, 49.160857]"
23837,8700 132ND ST ,"[-122.8568356, 49.160857]"
23838,8700 132ND ST     ,"[-122.8568356, 49.160857]"
23839,8700 133A ST,"[-122.8527379, 49.1621054]"
23840,8700 134B ST,"[-122.8492317, 49.1621557]"
23841,8700 134B ST ,"[-122.8492317, 49.1621557]"
23842,8700 134B ST     ,"[-122.8492317, 49.1621557]"
23843,8700 140A ST ,"[-122.8333108, 49.1612489]"
23844,8700 140A ST     ,"[-122.8333108, 49.1612489]"
23845,8700 140B ST,"[-122.8322135, 49.1611306]"
23846,8700 140B ST ,"[-122.8322135, 49.1611306]"
23847,8700 140B ST     ,"[-122.8322135, 49.1611306]"
23848,8700 140TH ST,"[-122.8345173, 49.1610238]"
23849,8700 140TH ST ,"[-122.8345173, 49.1610238]"
23850,8700 140TH ST     ,"[-122.8345173, 49.1610238]"
23851,8700 142A ST,"[-122.8278218, 49.1613017]"
23852,8700 142A ST ,"[-122.8278218, 49.1613017]"
23853,8700 142A ST     ,"[-122.8278218, 49.1613017]"
23854,8700 143A ST,"[-122.8247496, 49.1609286]"
23855,8700 143A ST ,"[-122.8247496, 49.1609286]"
23856,8700 143A ST     ,"[-122.8247496, 49.1609286]"
23857,8700 143RD ST,"[-122.8265381, 49.161068]"
23858,8700 143RD ST ,"[-122.8265381, 49.161068]"
23859,8700 143RD ST     ,"[-122.8265381, 49.161068]"
23860,8700 144TH ST,"[-122.823378, 49.1609789]"
23861,8700 144TH ST ,"[-122.823378, 49.1609789]"
23862,8700 144TH ST     ,"[-122.823378, 49.1609789]"
23863,8700 147A ST,"[-122.8136621, 49.160969]"
23864,8700 147A ST ,"[-122.8136621, 49.160969]"
23865,8700 147A ST     ,"[-122.8136621, 49.160969]"
23866,8700 147TH ST,"[-122.8148629, 49.1610247]"
23867,8700 147TH ST ,"[-122.8148629, 49.1610247]"
23868,8700 148TH ST,"[-122.812387, 49.1609324]"
23869,8700 148TH ST     ,"[-122.812387, 49.1609324]"
23870,8700 149TH ST ,"[-122.8097474, 49.1609126]"
23871,8700 149TH ST     ,"[-122.8097474, 49.1609126]"
23872,8700 150TH ST,"[-122.8068988, 49.1611198]"
23873,8700 150TH ST ,"[-122.8068988, 49.1611198]"
23874,8700 151B ST,"[-122.8022582, 49.1610014]"
23875,8700 151B ST ,"[-122.8022582, 49.1610014]"
23876,8700 151B ST     ,"[-122.8022582, 49.1610014]"
23877,8700 151ST ST,"[-122.8034709, 49.1615079]"
23878,8700 151ST ST ,"[-122.8034709, 49.1615079]"
23879,8700 151ST ST     ,"[-122.8034709, 49.1615079]"
23880,8700 152A ST,"[-122.7998956, 49.1609546]"
23881,8700 152A ST ,"[-122.7998956, 49.1609546]"
23882,8700 152A ST     ,"[-122.7998956, 49.1609546]"
23883,8700 152ND ST,"[-122.8013512, 49.1610398]"
23884,8700 152ND ST     ,"[-122.8013512, 49.1610398]"
23885,8700 154A ST,"[-122.7948152, 49.1610314]"
23886,8700 154A ST ,"[-122.7948152, 49.1610314]"
23887,8700 154A ST     ,"[-122.7948152, 49.1610314]"
23888,8700 154B ST,"[-122.7935558, 49.1609946]"
23889,8700 154B ST ,"[-122.7935558, 49.1609946]"
23890,8700 154B ST     ,"[-122.7935558, 49.1609946]"
23891,8700 154TH ST,"[-122.7958601, 49.1609425]"
23892,8700 154TH ST ,"[-122.7958601, 49.1609425]"
23893,8700 154TH ST     ,"[-122.7958601, 49.1609425]"
23894,8700 156TH ST,"[-122.7901442, 49.1617986]"
23895,8700 156TH ST     ,"[-122.7901442, 49.1617986]"
23896,8700 157TH ST,"[-122.7873868, 49.1615744]"
23897,8700 158TH ST,"[-122.7851461, 49.1613812]"
23898,8700 158TH ST ,"[-122.7851461, 49.1613812]"
23899,8700 158TH ST     ,"[-122.7851461, 49.1613812]"
23900,8700 159TH ST,"[-122.7815199, 49.1612942]"
23901,8700 159TH ST ,"[-122.7815199, 49.1612942]"
23902,8700 159TH ST     ,"[-122.7815199, 49.1612942]"
23903,8700 160TH ST,"[-122.7788454, 49.1607174]"
23904,8700 160TH ST ,"[-122.7788454, 49.1607174]"
23905,8700 160TH ST     ,"[-122.7788454, 49.1607174]"
23906,8700 161ST ST,"[-122.776022, 49.1610628]"
23907,8700 161ST ST ,"[-122.776022, 49.1610628]"
23908,8700 161ST ST     ,"[-122.776022, 49.1610628]"
23909,8700 162A ST ,"[-122.7720407, 49.1612361]"
23910,8700 162ND ST,"[-122.7731452, 49.1612361]"
23911,8700 162ND ST ,"[-122.7731452, 49.1612361]"
23912,8700 162ND ST     ,"[-122.7731452, 49.1612361]"
23913,8700 163A ST,"[-122.7690605, 49.1617665]"
23914,8700 163A ST ,"[-122.7690605, 49.1617665]"
23915,8700 163A ST     ,"[-122.7690605, 49.1617665]"
23916,8700 163RD ST     ,"[-122.770269, 49.1617946]"
23917,8700 164TH ST,"[-122.7676827, 49.161151]"
23918,8700 164TH ST ,"[-122.7676827, 49.161151]"
23919,8700 166B ST,"[-122.7607681, 49.1606527]"
23920,8700 166B ST ,"[-122.7607681, 49.1606527]"
23921,8700 166TH ST,"[-122.7622267, 49.1607464]"
23922,8700 166TH ST ,"[-122.7622267, 49.1607464]"
23923,8700 166TH ST     ,"[-122.7622267, 49.1607464]"
23924,8700 168TH ST,"[-122.7565833, 49.1615959]"
23925,8700 168TH ST ,"[-122.7565833, 49.1615959]"
23926,8700 170TH ST ,"[-122.7513995, 49.1616137]"
23927,8700 170TH ST     ,"[-122.7513995, 49.1616137]"
23928,8700 184TH ST ,"[-122.7126529, 49.1606685]"
23929,8700 187TH ST,"[-122.7052911, 49.1607739]"
23930,8700 192ND ST ,"[-122.6905406, 49.1613274]"
23931,8700 192ND ST     ,"[-122.6905406, 49.1613274]"
23932,8700 AUGUST DR,"[-122.798417, 49.1611123]"
23933,8700 AUGUST DR ,"[-122.798417, 49.1611123]"
23934,8700 AUGUST DR     ,"[-122.798417, 49.1611123]"
23935,8700 BLK / 161ST ST,"[-128.8741609, 52.941826]"
23936,8700 BLOCK 128TH ST,"[-122.8679175, 49.160703]"
23937,8700 BLOCK 128TH ST    ,"[-122.8679175, 49.160703]"
23938,8700 BLOCK 132ND ST,"[-122.8568356, 49.160857]"
23939,8700 BLOCK 140TH ST,"[-122.8345173, 49.1610238]"
23940,8700 BLOCK 156TH ST,"[-122.7901442, 49.1617986]"
23941,8700 BLOCK KING GEORGE BLVD,"[-122.8968593, 49.2085329]"
23942,8700 GALWAY CRES,"[-122.8527763, 49.1611953]"
23943,8700 GALWAY CRES     ,"[-122.8527763, 49.1611953]"
23944,8700 HARVIE RD,"[-122.7010765, 49.1612394]"
23945,8700 HARVIE RD ,"[-122.7010765, 49.1612394]"
23946,8700 HARVIE RD     ,"[-122.7010765, 49.1612394]"
23947,8700 MILTON DR,"[-122.8085542, 49.1611486]"
23948,8700 MILTON DR ,"[-122.8085542, 49.1611486]"
23949,8700 MILTON DR     ,"[-122.8085542, 49.1611486]"
23950,8700 MORIOKA PL     ,"[-122.8048273, 49.1614608]"
23951,8700 TULSY CRES ,"[-122.8540696, 49.1609157]"
23952,8700 TULSY CRES E,"[-122.8472291, 49.1620682]"
23953,8700 TULSY CRES W,"[-122.8540696, 49.1609157]"
23954,8700 TULSY CRES W    ,"[-122.8540696, 49.1609157]"
23955,87A AVE / 134TH ST,"[-122.8510675, 49.1612228]"
23956,87A AVE / 152A ST,"[-122.7999947, 49.1620044]"
23957,87A AVE / TULSY CRES E,"[-122.8472493, 49.1612633]"
23958,87B AVE / 134B ST,"[-122.8492865, 49.1621546]"
23959,87B AVE / TULSY CRES E,"[-122.8472839, 49.1620671]"
23960,87TH AVE / 128TH ST,"[-122.8680711, 49.1607016]"
23961,87TH AVE / 130TH ST,"[-122.8624044, 49.1607303]"
23962,87TH AVE / 148TH ST,"[-122.8124349, 49.1609327]"
23963,87TH AVE / 158TH ST,"[-122.7851896, 49.1609794]"
23964,87TH AVE / 159TH ST,"[-122.7820232, 49.1609307]"
