,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
451,10200 124A ST ,"[-122.876793, 49.1882908]"
452,10200 124A ST     ,"[-122.876793, 49.1882908]"
453,10200 124TH ST,"[-122.8781925, 49.1883046]"
454,10200 124TH ST ,"[-122.8781925, 49.1883046]"
455,10200 124TH ST     ,"[-122.8781925, 49.1883046]"
456,10200 125A ST,"[-122.8740627, 49.1880695]"
457,10200 125A ST ,"[-122.8740627, 49.1880695]"
458,10200 125A ST     ,"[-122.8740627, 49.1880695]"
459,10200 125TH ST,"[-122.8753994, 49.1882714]"
460,10200 125TH ST ,"[-122.8753994, 49.1882714]"
461,10200 126TH ST,"[-122.8726258, 49.1882341]"
462,10200 126TH ST ,"[-122.8726258, 49.1882341]"
463,10200 126TH ST     ,"[-122.8726258, 49.1882341]"
464,10200 127A ST,"[-122.8698895, 49.1880221]"
465,10200 127A ST ,"[-122.8698895, 49.1880221]"
466,10200 127A ST     ,"[-122.8698895, 49.1880221]"
467,10200 127TH ST,"[-122.8713105, 49.1881586]"
468,10200 127TH ST ,"[-122.8713105, 49.1881586]"
469,10200 127TH ST     ,"[-122.8713105, 49.1881586]"
470,10200 128A ST,"[-122.8660405, 49.188082]"
471,10200 128A ST ,"[-122.8660405, 49.188082]"
472,10200 128TH ST,"[-122.8676565, 49.1880195]"
473,10200 128TH ST ,"[-122.8676565, 49.1880195]"
474,10200 128TH ST     ,"[-122.8676565, 49.1880195]"
475,10200 129A ST,"[-122.8631465, 49.1880761]"
476,10200 129A ST ,"[-122.8631465, 49.1880761]"
477,10200 129A ST     ,"[-122.8631465, 49.1880761]"
478,10200 129TH ST,"[-122.8645527, 49.1880733]"
479,10200 129TH ST ,"[-122.8645527, 49.1880733]"
480,10200 129TH ST     ,"[-122.8645527, 49.1880733]"
481,10200 132ND ST,"[-122.8564376, 49.1880539]"
482,10200 132ND ST ,"[-122.8564376, 49.1880539]"
483,10200 132ND ST     ,"[-122.8564376, 49.1880539]"
484,10200 133A ST,"[-122.852039, 49.1881811]"
485,10200 133A ST ,"[-122.852039, 49.1881811]"
486,10200 133A ST     ,"[-122.852039, 49.1881811]"
487,10200 133RD ST,"[-122.8542693, 49.1879835]"
488,10200 133RD ST ,"[-122.8542693, 49.1879835]"
489,10200 133RD ST     ,"[-122.8542693, 49.1879835]"
490,10200 135TH ST ,"[-122.8476896, 49.1879307]"
491,10200 139A ST,"[-122.8357091, 49.1897766]"
492,10200 139A ST ,"[-122.8357091, 49.1897766]"
493,10200 139A ST     ,"[-122.8357091, 49.1897766]"
494,10200 140TH ST,"[-122.834137, 49.1882453]"
495,10200 140TH ST ,"[-122.834137, 49.1882453]"
496,10200 140TH ST     ,"[-122.834137, 49.1882453]"
497,10200 141ST ST,"[-122.8313219, 49.1878182]"
498,10200 141ST ST ,"[-122.8313219, 49.1878182]"
499,10200 141ST ST     ,"[-122.8313219, 49.1878182]"
500,10200 142A ST,"[-122.8271145, 49.1878898]"
501,10200 142A ST ,"[-122.8271145, 49.1878898]"
502,10200 142A ST     ,"[-122.8271145, 49.1878898]"
503,10200 143A ST,"[-122.8244935, 49.1888867]"
504,10200 143A ST ,"[-122.8244935, 49.1888867]"
505,10200 143A ST     ,"[-122.8244935, 49.1888867]"
506,10200 143RD ST,"[-122.8258355, 49.1878562]"
507,10200 143RD ST ,"[-122.8258355, 49.1878562]"
508,10200 143RD ST     ,"[-122.8258355, 49.1878562]"
509,10200 144A ST,"[-122.8215772, 49.1879268]"
510,10200 144A ST ,"[-122.8215772, 49.1879268]"
511,10200 144A ST     ,"[-122.8215772, 49.1879268]"
512,10200 144TH ST,"[-122.8230578, 49.1877539]"
513,10200 144TH ST ,"[-122.8230578, 49.1877539]"
514,10200 144TH ST     ,"[-122.8230578, 49.1877539]"
515,10200 145A ST,"[-122.8190629, 49.1889687]"
516,10200 145A ST ,"[-122.8190629, 49.1889687]"
517,10200 145A ST     ,"[-122.8190629, 49.1889687]"
518,10200 145TH ST,"[-122.8204486, 49.1861097]"
519,10200 145TH ST ,"[-122.8204486, 49.1861097]"
520,10200 145TH ST     ,"[-122.8204486, 49.1861097]"
521,10200 146TH ST,"[-122.8173382, 49.1878626]"
522,10200 146TH ST ,"[-122.8173382, 49.1878626]"
523,10200 146TH ST     ,"[-122.8173382, 49.1878626]"
524,10200 148A ST,"[-122.8105723, 49.1885845]"
525,10200 148A ST ,"[-122.8105723, 49.1885845]"
526,10200 148A ST     ,"[-122.8105723, 49.1885845]"
527,10200 148TH ST,"[-122.8119456, 49.1881631]"
528,10200 148TH ST ,"[-122.8119456, 49.1881631]"
529,10200 148TH ST     ,"[-122.8119456, 49.1881631]"
530,10200 149A ST     ,"[-122.8077201, 49.1888677]"
531,10200 149TH ST,"[-122.8092009, 49.1878655]"
532,10200 149TH ST ,"[-122.8092009, 49.1878655]"
533,10200 149TH ST     ,"[-122.8092009, 49.1878655]"
534,10200 150 ST ,"[-122.8063499, 49.1888646]"
535,10200 150TH ST,"[-122.8063499, 49.1888646]"
536,10200 150TH ST ,"[-122.8063499, 49.1888646]"
537,10200 150TH ST     ,"[-122.8063499, 49.1888646]"
538,10200 152A ST,"[-122.7994638, 49.1879049]"
539,10200 152A ST ,"[-122.7994638, 49.1879049]"
540,10200 152A ST     ,"[-122.7994638, 49.1879049]"
541,10200 152ND ST,"[-122.8006234, 49.187953]"
542,10200 152ND ST ,"[-122.8006234, 49.187953]"
543,10200 152ND ST     ,"[-122.8006234, 49.187953]"
544,10200 153RD ST ,"[-122.7984278, 49.149179]"
545,10200 154TH ST ,"[-122.7952904, 49.1879981]"
546,10200 155A ST,"[-122.7911699, 49.1888121]"
547,10200 155A ST ,"[-122.7911699, 49.1888121]"
548,10200 155A ST     ,"[-122.7911699, 49.1888121]"
549,10200 156A ST ,"[-122.788233, 49.1887693]"
550,10200 156A ST     ,"[-122.788233, 49.1887693]"
551,10200 156TH ST ,"[-122.7897428, 49.1879641]"
552,10200 157A ST,"[-122.7855766, 49.1885199]"
553,10200 157A ST ,"[-122.7855766, 49.1885199]"
554,10200 157A ST     ,"[-122.7855766, 49.1885199]"
555,10200 158A ST,"[-122.7828657, 49.1878493]"
556,10200 158A ST ,"[-122.7828657, 49.1878493]"
557,10200 158A ST     ,"[-122.7828657, 49.1878493]"
558,10200 158TH ST,"[-122.7841287, 49.1878596]"
559,10200 158TH ST ,"[-122.7841287, 49.1878596]"
560,10200 158TH ST     ,"[-122.7841287, 49.1878596]"
561,10200 159A ST,"[-122.7804173, 49.1884545]"
562,10200 159A ST ,"[-122.7804173, 49.1884545]"
563,10200 159TH ST,"[-122.7815382, 49.1883763]"
564,10200 159TH ST ,"[-122.7815382, 49.1883763]"
565,10200 160A ST,"[-122.7768483, 49.1877592]"
566,10200 160A ST ,"[-122.7768483, 49.1877592]"
567,10200 161ST ST,"[-122.7751578, 49.1877629]"
568,10200 161ST ST ,"[-122.7751578, 49.1877629]"
569,10200 161ST ST     ,"[-122.7751578, 49.1877629]"
570,10200 167A ST,"[-122.7576014, 49.1893847]"
571,10200 167A ST ,"[-122.7576014, 49.1893847]"
572,10200 167A ST     ,"[-122.7576014, 49.1893847]"
573,10200 168TH ST,"[-122.7564245, 49.1886994]"
574,10200 168TH ST ,"[-122.7564245, 49.1886994]"
575,10200 168TH ST     ,"[-122.7564245, 49.1886994]"
576,10200 170A ST,"[-122.7499759, 49.1879464]"
577,10200 170A ST ,"[-122.7499759, 49.1879464]"
578,10200 170A ST     ,"[-122.7499759, 49.1879464]"
579,10200 171A ST,"[-122.7473266, 49.1888314]"
580,10200 171A ST ,"[-122.7473266, 49.1888314]"
581,10200 172ND ST,"[-122.7454221, 49.187915]"
582,10200 172ND ST ,"[-122.7454221, 49.187915]"
583,10200 172ND ST     ,"[-122.7454221, 49.187915]"
584,10200 173RD ST ,"[-122.7425601, 49.1879741]"
585,10200 174A ST ,"[-122.7376463, 49.1886319]"
586,10200 174A ST     ,"[-122.7376463, 49.1886319]"
587,10200 BLK / CITY PKWY,"[-122.7452849, 53.913051]"
588,10200 BLOCK 120TH ST,"[-122.8900022, 49.1881422]"
589,10200 BLOCK 140TH ST    ,"[-122.834137, 49.1882453]"
590,10200 BLOCK 152ND ST,"[-122.8006234, 49.187953]"
591,10200 BLOCK 160TH ST,"[-122.7785348, 49.1870369]"
592,10200 BLOCK GRACE RD,"[-122.8963693, 49.1880841]"
593,10200 BLOCK KING GEORGE BLVD,"[-122.8452502, 49.1878564]"
594,10200 BLOCK SCOTT RD,"[-122.8901996, 49.1890664]"
595,10200 BLOCK SCOTT RD    ,"[-122.8901996, 49.1890664]"
596,10200 BLOCK UNIVERSITY DR,"[-127.7246822, 52.3602061]"
597,10200 BLOCK WHALLEY BLVD,"[-122.8431759, 49.1877987]"
598,10200 CITY PKWY,"[-122.8476896, 49.1879307]"
599,10200 CITY PKWY ,"[-122.8476896, 49.1879307]"
600,10200 CITY PKWY     ,"[-122.8476896, 49.1879307]"
601,10200 GRACE RD,"[-122.8963693, 49.1880841]"
602,10200 GRACE RD ,"[-122.8963693, 49.1880841]"
603,10200 GRACE RD     ,"[-122.8963693, 49.1880841]"
604,10200 HWY 17     ,"[-120.2499917, 55.7592113]"
605,10200 KING GEORGE BLVD,"[-122.8452502, 49.1878564]"
606,10200 KING GEORGE BLVD    ,"[-122.8452502, 49.1878564]"
607,10200 MICHEL PL,"[-122.8592545, 49.1890029]"
608,10200 MICHEL PL ,"[-122.8592545, 49.1890029]"
609,10200 SCOTT RD,"[-122.8901996, 49.1890664]"
610,10200 SCOTT RD ,"[-122.8901996, 49.1890664]"
611,10200 SEMIAHMOO RD,"[-122.8617251, 49.1881399]"
612,10200 SEMIAHMOO RD ,"[-122.8617251, 49.1881399]"
613,10200 SEMIAHMOO RD     ,"[-122.8617251, 49.1881399]"
614,10200 WHALLEY BLVD,"[-122.8431759, 49.1877987]"
615,10200 WHALLEY BLVD ,"[-122.8431759, 49.1877987]"
616,10200 WHALLEY BLVD     ,"[-122.8431759, 49.1877987]"
617,102300 132ND ST,"[-122.856756, 49.1461853]"
618,102A AVE / 102ND AVE,"[-122.8501088, 49.1885268]"
619,102A AVE / 122ND ST,"[-122.884004, 49.1889946]"
620,102A AVE / 133A ST,"[-122.8520888, 49.188864]"
621,102A AVE / 133RD ST,"[-122.8542902, 49.1888688]"
622,102A AVE / 140TH ST,"[-122.834185, 49.1882455]"
623,102A AVE / 146TH ST,"[-122.8175667, 49.1885721]"
624,102A AVE / 149A ST,"[-122.8077749, 49.188868]"
625,102A AVE / 150TH ST,"[-122.806439, 49.1888644]"
626,102A AVE / 152A ST,"[-122.7995015, 49.1887468]"
627,102A AVE / 152ND ST,"[-122.8008351, 49.1887432]"
628,102A AVE / 153RD ST,"[-122.7980602, 49.188759]"
629,102A AVE / 154TH ST,"[-122.7953309, 49.1887886]"
630,102A AVE / UNIVERSITY DR,"[-122.8501088, 49.1885268]"
631,102B AVE / 156TH ST,"[-122.7897918, 49.1892994]"
632,102ND AVE / 120TH ST,"[-122.890057, 49.1881424]"
633,102ND AVE / 121ST ST,"[-122.8870834, 49.1881376]"
634,102ND AVE / 122ND ST,"[-122.8840245, 49.1881365]"
635,102ND AVE / 125TH ST,"[-122.8754594, 49.1880749]"
636,102ND AVE / 127TH ST,"[-122.871371, 49.188022]"
637,102ND AVE / 128A ST,"[-122.8660953, 49.1880822]"
638,102ND AVE / 128TH ST,"[-122.8677045, 49.1880191]"
639,102ND AVE / 129A ST,"[-122.8632013, 49.1880754]"
640,102ND AVE / 133A ST,"[-122.8520952, 49.1880001]"
641,102ND AVE / 137A ST,"[-122.8411969, 49.1877919]"
642,102ND AVE / 139A ST,"[-122.8357783, 49.1877527]"
643,102ND AVE / 139TH ST,"[-122.8371536, 49.1877615]"
644,102ND AVE / 140TH ST,"[-122.8341878, 49.187741]"
645,102ND AVE / 144TH ST,"[-122.8231126, 49.1877537]"
646,102ND AVE / 146TH ST,"[-122.8175834, 49.1876662]"
647,102ND AVE / 156TH ST,"[-122.7897908, 49.1879641]"
648,102ND AVE / 158TH ST,"[-122.7841836, 49.1879725]"
649,102ND AVE / 161ST ST,"[-122.7752127, 49.1877629]"
650,102ND AVE / 164TH ST,"[-122.7674843, 49.1877357]"
651,102ND AVE / 168TH ST,"[-122.7564725, 49.1886994]"
652,102ND AVE / 177TH ST,"[-122.7328664, 49.1883113]"
653,102ND AVE / CITY PKWY,"[-122.8477376, 49.1879312]"
654,102ND AVE / KING GEORGE BLVD,"[-122.8455244, 49.1878583]"
655,102ND AVE / PARK DR,"[-122.8785978, 49.1881522]"
656,102ND AVE / SEMIAHMOO RD,"[-122.8617932, 49.188065]"
657,102ND AVE / UNIVERSITY DR,"[-122.8500081, 49.1884941]"
658,102ND AVE / WHALLEY BLVD,"[-122.8432238, 49.1877999]"
659,10300  124A ST,"[-122.8767496, 49.1899403]"
660,10300  132ND ST,"[-122.8564739, 49.1898435]"
661,10300  149A ST,"[-122.8077088, 49.1896244]"
662,10300  152ND ST,"[-122.8007807, 49.1894727]"
663,10300  156TH ST,"[-122.7897332, 49.1897974]"
664,10300  176TH ST,"[-122.7343486, 49.190343]"
665,10300 121ST ST,"[-122.8870299, 49.1893799]"
666,10300 121ST ST ,"[-122.8870299, 49.1893799]"
667,10300 124A ST,"[-122.8767496, 49.1899403]"
668,10300 124A ST ,"[-122.8767496, 49.1899403]"
669,10300 124A ST     ,"[-122.8767496, 49.1899403]"
670,10300 124TH ST,"[-122.8790826, 49.1463094]"
671,10300 124TH ST ,"[-122.8790826, 49.1463094]"
672,10300 125A ST,"[-122.8740258, 49.1899013]"
673,10300 125A ST ,"[-122.8740258, 49.1899013]"
674,10300 125A ST     ,"[-122.8740258, 49.1899013]"
675,10300 125TH ST,"[-122.8753554, 49.1899271]"
676,10300 125TH ST ,"[-122.8753554, 49.1899271]"
677,10300 125TH ST     ,"[-122.8753554, 49.1899271]"
678,10300 126TH ST,"[-122.872583, 49.1898772]"
679,10300 126TH ST ,"[-122.872583, 49.1898772]"
680,10300 126TH ST     ,"[-122.872583, 49.1898772]"
681,10300 127A ST,"[-122.8698322, 49.1896675]"
682,10300 127A ST ,"[-122.8698322, 49.1896675]"
683,10300 127A ST     ,"[-122.8698322, 49.1896675]"
684,10300 127B ST,"[-122.8684787, 49.1907557]"
685,10300 127B ST ,"[-122.8684787, 49.1907557]"
686,10300 127B ST     ,"[-122.8684787, 49.1907557]"
687,10300 127TH ST,"[-122.8712424, 49.1898146]"
688,10300 127TH ST ,"[-122.8712424, 49.1898146]"
689,10300 127TH ST     ,"[-122.8712424, 49.1898146]"
690,10300 128A ST,"[-122.8660249, 49.1898399]"
691,10300 128A ST ,"[-122.8660249, 49.1898399]"
692,10300 128A ST     ,"[-122.8660249, 49.1898399]"
693,10300 128TH ST,"[-122.8676857, 49.1897845]"
694,10300 128TH ST ,"[-122.8676857, 49.1897845]"
695,10300 128TH ST     ,"[-122.8676857, 49.1897845]"
696,10300 129A ST,"[-122.8632008, 49.1899597]"
697,10300 129A ST ,"[-122.8632008, 49.1899597]"
698,10300 129TH ST,"[-122.8645648, 49.1898175]"
699,10300 129TH ST ,"[-122.8645648, 49.1898175]"
700,10300 132ND ST,"[-122.8564739, 49.1898435]"
701,10300 132ND ST ,"[-122.8564739, 49.1898435]"
702,10300 132ND ST     ,"[-122.8564739, 49.1898435]"
703,10300 133A ST,"[-122.8520283, 49.1897572]"
704,10300 133A ST ,"[-122.8520283, 49.1897572]"
705,10300 133A ST     ,"[-122.8520283, 49.1897572]"
706,10300 133RD ST,"[-122.85422, 49.1906031]"
707,10300 136A ST,"[-122.8432854, 49.1899635]"
708,10300 138A ST,"[-122.8390532, 49.1896714]"
709,10300 138A ST ,"[-122.8390532, 49.1896714]"
710,10300 138A ST     ,"[-122.8390532, 49.1896714]"
711,10300 139A ST,"[-122.8357164, 49.1887543]"
712,10300 139A ST ,"[-122.8357164, 49.1887543]"
713,10300 140TH ST,"[-122.8341276, 49.1895923]"
714,10300 140TH ST ,"[-122.8341276, 49.1895923]"
715,10300 140TH ST     ,"[-122.8341276, 49.1895923]"
716,10300 141ST ST     ,"[-122.8313242, 49.1951762]"
717,10300 142ND ST,"[-122.8285633, 49.1896135]"
718,10300 142ND ST ,"[-122.8285633, 49.1896135]"
719,10300 143A ST,"[-122.824379, 49.1905208]"
720,10300 143RD ST,"[-122.8258219, 49.1896212]"
721,10300 143RD ST ,"[-122.8258219, 49.1896212]"
722,10300 143RD ST     ,"[-122.8258219, 49.1896212]"
723,10300 144TH ST,"[-122.8230596, 49.1896934]"
724,10300 144TH ST ,"[-122.8230596, 49.1896934]"
725,10300 144TH ST     ,"[-122.8230596, 49.1896934]"
726,10300 145A ST,"[-122.8189455, 49.1895317]"
727,10300 145A ST ,"[-122.8189455, 49.1895317]"
728,10300 145A ST     ,"[-122.8189455, 49.1895317]"
729,10300 146TH ST,"[-122.8174957, 49.1895488]"
730,10300 148TH ST,"[-122.8119024, 49.1898286]"
731,10300 149A ST,"[-122.8077088, 49.1896244]"
732,10300 149A ST ,"[-122.8077088, 49.1896244]"
733,10300 149A ST     ,"[-122.8077088, 49.1896244]"
734,10300 149TH ST,"[-122.8091905, 49.1895415]"
735,10300 149TH ST ,"[-122.8091905, 49.1895415]"
736,10300 149TH ST     ,"[-122.8091905, 49.1895415]"
737,10300 150TH ST,"[-122.8063548, 49.1900266]"
738,10300 150TH ST ,"[-122.8063548, 49.1900266]"
739,10300 150TH ST     ,"[-122.8063548, 49.1900266]"
740,10300 152A ST,"[-122.7994478, 49.1894426]"
741,10300 152A ST ,"[-122.7994478, 49.1894426]"
742,10300 152A ST     ,"[-122.7994478, 49.1894426]"
743,10300 152ND ST,"[-122.8007807, 49.1894727]"
744,10300 152ND ST ,"[-122.8007807, 49.1894727]"
745,10300 152ND ST     ,"[-122.8007807, 49.1894727]"
746,10300 154TH ST,"[-122.7952419, 49.1887883]"
747,10300 154TH ST ,"[-122.7952419, 49.1887883]"
748,10300 154TH ST     ,"[-122.7952419, 49.1887883]"
749,10300 155A ST ,"[-122.7911576, 49.1898783]"
750,10300 156TH ST,"[-122.7897332, 49.1897974]"
751,10300 156TH ST ,"[-122.7897332, 49.1897974]"
752,10300 156TH ST     ,"[-122.7897332, 49.1897974]"
753,10300 158B ST,"[-122.7820178, 49.1911576]"
754,10300 164A ST,"[-122.7652206, 49.1902957]"
755,10300 164A ST ,"[-122.7652206, 49.1902957]"
756,10300 167A ST ,"[-122.7576153, 49.190773]"
757,10300 167A ST     ,"[-122.7576153, 49.190773]"
758,10300 167TH ST,"[-122.7588546, 49.1898466]"
759,10300 167TH ST ,"[-122.7588546, 49.1898466]"
760,10300 168TH ST,"[-122.7564222, 49.1899707]"
761,10300 168TH ST ,"[-122.7564222, 49.1899707]"
762,10300 168TH ST     ,"[-122.7564222, 49.1899707]"
763,10300 170A ST,"[-122.7489359, 49.1902207]"
764,10300 170A ST ,"[-122.7489359, 49.1902207]"
765,10300 174TH ST,"[-122.7403428, 49.1910334]"
766,10300 174TH ST ,"[-122.7403428, 49.1910334]"
767,10300 174TH ST     ,"[-122.7403428, 49.1910334]"
768,10300 175TH ST,"[-122.7374036, 49.1898196]"
769,10300 175TH ST ,"[-122.7374036, 49.1898196]"
770,10300 175TH ST     ,"[-122.7374036, 49.1898196]"
771,10300 176TH ST,"[-122.7343486, 49.190343]"
772,10300 176TH ST     ,"[-122.7343486, 49.190343]"
773,10300 BLOCK 125TH ST    ,"[-122.8753554, 49.1899271]"
774,10300 BLOCK 149TH ST    ,"[-122.8091905, 49.1895415]"
775,10300 BLOCK 152ND ST,"[-122.8007807, 49.1894727]"
776,10300 BLOCK 160TH ST    ,"[-119.5126316, 49.0574595]"
777,10300 BLOCK 176TH ST,"[-122.7343486, 49.190343]"
778,10300 BLOCK KING GEORGE BLVD,"[-122.8452246, 49.1895435]"
779,10300 BLOCK KING GEORGE BLVD   ,"[-122.8452246, 49.1895435]"
780,10300 CITY PKWY,"[-122.847645, 49.1898914]"
781,10300 CITY PKWY ,"[-122.847645, 49.1898914]"
782,10300 CITY PKWY     ,"[-122.847645, 49.1898914]"
783,10300 KING GEORGE BLVD,"[-122.8452246, 49.1895435]"
784,10300 KING GEORGE BLVD ,"[-122.8452246, 49.1895435]"
785,10300 KING GEORGE BLVD    ,"[-122.8452246, 49.1895435]"
786,10300 PARKVIEW PL ,"[-122.7635183, 49.1898652]"
787,10300 SCOTT RD,"[-122.8901906, 49.1899508]"
788,10300 SCOTT RD ,"[-122.8901906, 49.1899508]"
789,10300 SCOTT RD     ,"[-122.8901906, 49.1899508]"
790,10300 UNIVERSITY DR,"[-122.8497593, 49.1890284]"
791,10300 UNIVERSITY DR ,"[-122.8497593, 49.1890284]"
792,10300 UNIVERSITY DR     ,"[-122.8497593, 49.1890284]"
793,10300 WHALLEY BLVD,"[-122.8418435, 49.1896829]"
794,10300 WHALLEY BLVD ,"[-122.8418435, 49.1896829]"
795,10300 WHALLEY BLVD     ,"[-122.8418435, 49.1896829]"
796,103A AVE / 103A AVENUE STRD,"[-122.8965451, 49.192488]"
797,103A AVE / 121ST ST,"[-122.887086, 49.1905973]"
798,103A AVE / 122ND ST,"[-122.8839795, 49.1906084]"
799,103A AVE / 123A ST,"[-122.880903, 49.190641]"
800,103A AVE / 132ND ST,"[-122.8565024, 49.1907011]"
801,103A AVE / 133RD ST,"[-122.8542748, 49.1906033]"
802,103A AVE / 140TH ST,"[-122.8341786, 49.1904942]"
803,103A AVE / 141ST ST,"[-122.8313705, 49.1904927]"
804,103A AVE / 152A ST,"[-122.7995041, 49.1904408]"
805,103A AVE / 154TH ST,"[-122.7953154, 49.1905064]"
806,103A AVE / GRACE RD,"[-122.8932305, 49.190718]"
807,103A AVE / OLD YALE RD,"[-122.8625786, 49.1907161]"
808,103A AVE / SCOTT RD,"[-122.8903927, 49.1905883]"
809,103A AVE / UNIVERSITY DR,"[-122.8498866, 49.1906917]"
810,103RD AVE / 124A ST,"[-122.8768044, 49.1899411]"
811,103RD AVE / 127B ST,"[-122.8685647, 49.1898082]"
812,103RD AVE / 127TH ST,"[-122.8712956, 49.1898551]"
813,103RD AVE / 128TH ST,"[-122.8677337, 49.189784]"
814,103RD AVE / 132ND ST,"[-122.8565219, 49.1898439]"
815,103RD AVE / 133A ST,"[-122.8520831, 49.1897576]"
816,103RD AVE / 138A ST,"[-122.8390978, 49.1896719]"
817,103RD AVE / 140TH ST,"[-122.8341756, 49.1895922]"
818,103RD AVE / 141ST ST,"[-122.83137, 49.1895953]"
819,103RD AVE / 144TH ST,"[-122.8231144, 49.1896936]"
820,103RD AVE / 145A ST,"[-122.8189798, 49.1895319]"
821,103RD AVE / 146TH ST,"[-122.8175505, 49.1895492]"
822,103RD AVE / 148TH ST,"[-122.8119909, 49.1898218]"
823,103RD AVE / 149TH ST,"[-122.8092423, 49.1897926]"
824,103RD AVE / 150TH ST,"[-128.8741609, 52.941826]"
825,103RD AVE / 160TH ST,"[-122.7785187, 49.1893458]"
826,103RD AVE / 161ST ST,"[-122.775276, 49.1891235]"
827,103RD AVE / 168TH ST,"[-122.7564702, 49.1899707]"
828,103RD AVE / KING GEORGE BLVD,"[-122.8454942, 49.1901204]"
829,103RD AVE / MICHEL PL,"[-122.8578955, 49.1898579]"
830,103RD AVE / OLD YALE RD,"[-122.8622268, 49.1898715]"
831,103RD AVE / UNIVERSITY DR,"[-122.849902, 49.1897569]"
832,103RD AVE / WHALLEY BLVD,"[-122.8418914, 49.1896827]"
833,10400  125B ST,"[-122.8739661, 49.1922079]"
834,10400  140TH ST,"[-122.834127, 49.191493]"
835,10400  152ND ST,"[-122.8007618, 49.1915611]"
836,10400  160TH ST,"[-122.7790205, 49.099425]"
837,10400 125A ST,"[-122.8750825, 49.1932104]"
838,10400 125A ST ,"[-122.8750825, 49.1932104]"
839,10400 125A ST     ,"[-122.8750825, 49.1932104]"
840,10400 125B ST,"[-122.8739661, 49.1922079]"
841,10400 125B ST ,"[-122.8739661, 49.1922079]"
842,10400 125TH ST,"[-122.8762085, 49.191776]"
843,10400 125TH ST ,"[-122.8762085, 49.191776]"
844,10400 125TH ST     ,"[-122.8762085, 49.191776]"
845,10400 127TH ST,"[-122.8708052, 49.1918613]"
846,10400 127TH ST ,"[-122.8708052, 49.1918613]"
847,10400 127TH ST     ,"[-122.8708052, 49.1918613]"
848,10400 128TH ST,"[-122.8677196, 49.1918276]"
849,10400 128TH ST ,"[-122.8677196, 49.1918276]"
850,10400 128TH ST     ,"[-122.8677196, 49.1918276]"
851,10400 131A ST ,"[-122.8580368, 49.1807567]"
852,10400 132 ST ,"[-122.8563803, 49.1922427]"
853,10400 132ND ST,"[-122.8563803, 49.1922427]"
854,10400 132ND ST ,"[-122.8563803, 49.1922427]"
855,10400 132ND ST     ,"[-122.8563803, 49.1922427]"
856,10400 135A ST,"[-122.847391, 49.1436161]"
857,10400 135A ST ,"[-122.847391, 49.1436161]"
858,10400 138A ST,"[-122.8383916, 49.1915314]"
859,10400 138A ST ,"[-122.8383916, 49.1915314]"
860,10400 138A ST     ,"[-122.8383916, 49.1915314]"
861,10400 138TH ST,"[-122.8396564, 49.1915438]"
862,10400 138TH ST ,"[-122.8396564, 49.1915438]"
863,10400 138TH ST     ,"[-122.8396564, 49.1915438]"
864,10400 139TH ST,"[-122.836911, 49.1915076]"
865,10400 139TH ST ,"[-122.836911, 49.1915076]"
866,10400 139TH ST     ,"[-122.836911, 49.1915076]"
867,10400 140B ST,"[-122.8320902, 49.1914873]"
868,10400 140B ST ,"[-122.8320902, 49.1914873]"
869,10400 140B ST     ,"[-122.8320902, 49.1914873]"
870,10400 140TH ST,"[-122.834127, 49.191493]"
871,10400 140TH ST ,"[-122.834127, 49.191493]"
872,10400 140TH ST     ,"[-122.834127, 49.191493]"
873,10400 144TH ST,"[-122.8230451, 49.1915101]"
874,10400 144TH ST ,"[-122.8230451, 49.1915101]"
875,10400 144TH ST     ,"[-122.8230451, 49.1915101]"
876,10400 148TH ST,"[-122.8123592, 49.1915341]"
877,10400 148TH ST ,"[-122.8123592, 49.1915341]"
878,10400 148TH ST     ,"[-122.8123592, 49.1915341]"
879,10400 150TH ST,"[-122.8063975, 49.1915433]"
880,10400 150TH ST ,"[-122.8063975, 49.1915433]"
881,10400 150TH ST     ,"[-122.8063975, 49.1915433]"
882,10400 152ND ST,"[-122.8007618, 49.1915611]"
883,10400 152ND ST ,"[-122.8007618, 49.1915611]"
884,10400 152ND ST     ,"[-122.8007618, 49.1915611]"
885,10400 153RD ST,"[-122.7981867, 49.191502]"
886,10400 153RD ST     ,"[-122.7981867, 49.191502]"
887,10400 154A ST,"[-122.7938918, 49.1915144]"
888,10400 154A ST ,"[-122.7938918, 49.1915144]"
889,10400 154TH ST,"[-122.7952561, 49.1915249]"
890,10400 154TH ST ,"[-122.7952561, 49.1915249]"
891,10400 154TH ST     ,"[-122.7952561, 49.1915249]"
892,10400 155A ST,"[-122.7910913, 49.1924735]"
