INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Break and Enter - Business,13700 72ND AVE,2,2017,17-14748
Break and Enter - Residence,15100 62A AVE,2,2017,17-14677
Fatal/Injury Collision,72ND AVE / 137TH ST,2,2017,17-14766
Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,2,2017,17-14713
Fatal/Injury Collision,64TH AVE / 144TH ST,2,2017,17-14823
Shoplifting,5600 176TH ST,2,2017,17-14831
Shoplifting,5600 176TH ST,2,2017,17-14988
Theft from Motor Vehicle,6000 176TH ST,2,2017,17-15060
Theft from Motor Vehicle,19000 60A AVE,2,2017,17-15842
Theft from Motor Vehicle,5300 192ND ST,2,2017,17-23634
Theft of Motor Vehicle,16600 57TH AVE,2,2017,17-14661
Theft from Motor Vehicle,16500 NORTHVIEW CRES,2,2017,17-14990
Break and Enter - Business,15500 24TH AVE,2,2017,17-15152
Theft of Motor Vehicle,16200 26A AVE,2,2017,17-15191
Break and Enter - Residence,18100 20TH AVE,2,2017,17-14675
Fatal/Injury Collision,150TH ST / 20TH AVE,2,2017,17-14696
Theft from Motor Vehicle,13500 102ND AVE,2,2017,17-15274
Theft from Motor Vehicle,13800 100TH AVE,2,2017,17-15767
Theft from Motor Vehicle,12000 90TH AVE,2,2017,17-15771
Theft from Motor Vehicle,10800 130TH ST,2,2017,17-15847
Break and Enter - Business,12700 102ND AVE,2,2017,17-15116
Break and Enter - Business,10200 GRACE RD,2,2017,17-15809
Break and Enter - Residence,13300 92ND AVE,2,2017,17-15597
Fatal/Injury Collision,12500 110TH AVE,2,2017,17-15162
Fatal/Injury Collision,12500 116TH AVE,2,2017,17-15410
Fatal/Injury Collision,12500 104TH AVE,2,2017,17-15473
Fatal/Injury Collision,100TH AVE / 132ND ST,2,2017,17-15193
Fatal/Injury Collision,HWY 17 / BRIDGEVIEW DR,2,2017,17-15412
Shoplifting,10300 152ND ST,2,2017,17-15367
Theft from Motor Vehicle,15000 85A AVE,2,2017,17-15704
Theft from Motor Vehicle,8600 149A ST,2,2017,17-15775
Theft from Motor Vehicle,15300 103A AVE,2,2017,17-16561
Theft of Motor Vehicle,15600 96TH AVE,2,2017,17-15153
Theft of Motor Vehicle,11000 160A ST,2,2017,17-15722
Theft of Motor Vehicle,10700 GUILDFORD DR,2,2017,17-15174
Fatal/Injury Collision,17400 100TH AVE,2,2017,17-15380
Break and Enter - Residence,11000 160A ST,2,2017,17-15722
Break and Enter - Residence,11100 154TH ST,2,2017,17-22334
Fatal/Injury Collision,16600 GLENWOOD CRES S,2,2017,17-15271
Fatal/Injury Collision,160TH ST / 101A AVE,2,2017,17-15501
Fatal/Injury Collision,10400 152ND ST,2,2017,17-15612
Fatal/Injury Collision,151ST ST / 96TH AVE,2,2017,17-15213
Fatal/Injury Collision,FRASER HWY / 166TH ST,2,2017,17-15222
Fatal/Injury Collision,15200 93A AVE,2,2017,17-15358
Fatal/Injury Collision,172ND ST / 96TH AVE,2,2017,17-15387
Fatal/Injury Collision,82ND AVE / 160TH ST,2,2017,17-15452
Fatal/Injury Collision,168TH ST / 96TH AVE,2,2017,17-15527
Fatal/Injury Collision,97TH AVE / 156TH ST,2,2017,17-15594
Fatal/Injury Collision,92ND AVE / 156TH ST,2,2017,17-15593
Theft from Motor Vehicle,6800 149TH ST,2,2017,17-15217
