INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Theft from Motor Vehicle,8800 146TH ST,5,2017,17-69579
Theft from Motor Vehicle,116TH ST / BAILEY CRES,5,2017,17-69404
Theft from Motor Vehicle,10500 UNIVERSITY DR,5,2017,17-69535
Theft from Motor Vehicle,9600 139TH ST,5,2017,17-69978
Theft from Motor Vehicle,10000 129A ST,5,2017,17-70019
Theft from Motor Vehicle,12500 110TH AVE,5,2017,17-70269
Theft from Motor Vehicle,8800 142A ST,5,2017,17-70622
Theft from Motor Vehicle,11400 ROYAL CRES,5,2017,17-71096
Theft from Motor Vehicle,10200 CITY PKWY,5,2017,17-71009
Theft from Motor Vehicle,12300 PATTULLO PL,5,2017,17-71180
Theft from Motor Vehicle,10800 UNIVERSITY DR,5,2017,17-71661
Theft from Motor Vehicle,13800 103RD AVE,5,2017,17-72026
Theft from Motor Vehicle,11000 129A ST,5,2017,17-72940
Theft from Motor Vehicle,96TH AVE / KING GEORGE BLVD,5,2017,17-72238
Theft from Motor Vehicle,12600 91ST AVE,5,2017,17-72243
Theft from Motor Vehicle,12500 110TH AVE,5,2017,17-72419
Theft from Motor Vehicle,10000 GRACE RD,5,2017,17-72455
Theft from Motor Vehicle,13300 KING GEORGE BLVD,5,2017,17-72759
Theft from Motor Vehicle,13100 92ND AVE,5,2017,17-72762
Theft from Motor Vehicle,13300 103A AVE,5,2017,17-300149
Theft from Motor Vehicle,10100 KING GEORGE BLVD,5,2017,17-72882
Theft from Motor Vehicle,8900 141A ST,5,2017,17-73051
Theft from Motor Vehicle,97A AVE / 137TH ST,5,2017,17-73145
Theft from Motor Vehicle,14200 90A AVE,5,2017,17-73169
Theft from Motor Vehicle,15000 81ST AVE,2,2017,17-62211
Theft from Motor Vehicle,15000 81B AVE,4,2017,17-56578
Theft from Motor Vehicle,11300 137TH ST,4,2017,17-56467
Theft from Motor Vehicle,15200 104TH AVE,4,2017,17-55840
Theft from Motor Vehicle,14900 92ND AVE,4,2017,17-56463
Theft from Motor Vehicle,13800 113TH AVE,4,2017,17-56918
Theft from Motor Vehicle,9900 151ST ST,4,2017,17-300120
Theft from Motor Vehicle,10100 156A ST,4,2017,17-57372
Theft from Motor Vehicle,8600 146A ST,4,2017,17-57404
Theft from Motor Vehicle,9200 163RD ST,4,2017,17-58125
Theft from Motor Vehicle,10100 171A ST,4,2017,17-300129
Theft from Motor Vehicle,15400 86B AVE,5,2017,17-57369
Theft from Motor Vehicle,8900 156A ST,5,2017,17-57911
Theft from Motor Vehicle,15600 88TH AVE,5,2017,17-57918
Theft from Motor Vehicle,83RD AVE / 151ST ST,5,2017,17-58210
Theft from Motor Vehicle,14500 81ST AVE,5,2017,17-58479
Theft from Motor Vehicle,7900 155A ST,5,2017,17-58495
Theft from Motor Vehicle,15800 91ST AVE,5,2017,17-57851
Theft from Motor Vehicle,8400 152ND ST,5,2017,17-57889
Theft from Motor Vehicle,14900 96TH AVE,5,2017,17-58440
Theft from Motor Vehicle,8400 148A ST,5,2017,17-58721
Theft from Motor Vehicle,14400 104TH AVE,5,2017,17-58913
Theft from Motor Vehicle,10100 158TH ST,5,2017,17-58925
Theft from Motor Vehicle,10100 156A ST,5,2017,17-58948
Theft from Motor Vehicle,15500 78A AVE,5,2017,17-58995
Theft from Motor Vehicle,14500 84TH AVE,5,2017,17-59159
Theft from Motor Vehicle,11100 WALLACE DR,5,2017,17-59423
Theft from Motor Vehicle,10600 141ST ST,5,2017,17-59483
Theft from Motor Vehicle,15400 99A AVE,5,2017,17-60135
Theft from Motor Vehicle,15500 92ND AVE,5,2017,17-59987
Theft from Motor Vehicle,9800 168TH ST,5,2017,17-60244
Theft from Motor Vehicle,8600 148TH ST,5,2017,17-60549
Theft from Motor Vehicle,14300 103RD AVE,5,2017,17-60699
Theft from Motor Vehicle,14900 96A AVE,5,2017,17-61090
Theft from Motor Vehicle,15200 GUILDFORD DR,5,2017,17-63694
Theft from Motor Vehicle,9600 149TH ST,5,2017,17-60547
Theft from Motor Vehicle,14700 110TH AVE,5,2017,17-60651
Theft from Motor Vehicle,9800 168TH ST,5,2017,17-60815
Theft from Motor Vehicle,160TH ST / 103RD AVE,5,2017,17-61124
Theft from Motor Vehicle,9800 168TH ST,5,2017,17-61223
Theft from Motor Vehicle,14800 98TH AVE,5,2017,17-61292
Theft from Motor Vehicle,8000 164TH ST,5,2017,17-61300
Theft from Motor Vehicle,15700 82ND AVE,5,2017,17-61470
Theft from Motor Vehicle,11400 140TH ST,5,2017,17-61749
Theft from Motor Vehicle,17300 103A AVE,5,2017,17-63225
Theft from Motor Vehicle,8600 147A ST,5,2017,17-61383
Theft from Motor Vehicle,14300 103RD AVE,5,2017,17-61555
Theft from Motor Vehicle,10100 141ST ST,5,2017,17-61524
Theft from Motor Vehicle,9800 168TH ST,5,2017,17-61651
Theft from Motor Vehicle,15900 107TH AVE,5,2017,17-61859
Theft from Motor Vehicle,15300 86TH AVE,5,2017,17-61881
Theft from Motor Vehicle,10800 142ND ST,5,2017,17-62724
Theft from Motor Vehicle,8700 158TH ST,5,2017,17-64552
Theft from Motor Vehicle,10500 159B ST,5,2017,17-61843
Theft from Motor Vehicle,16000 80A AVE,5,2017,17-62708
Theft from Motor Vehicle,14300 104TH AVE,5,2017,17-72804
Theft from Motor Vehicle,15600 81ST AVE,5,2017,17-62456
Theft from Motor Vehicle,7900 161ST ST,5,2017,17-62472
Theft from Motor Vehicle,16100 88TH AVE,5,2017,17-62567
Theft from Motor Vehicle,84TH AVE / 164TH ST,5,2017,17-62627
Theft from Motor Vehicle,15500 84TH AVE,5,2017,17-62902
Theft from Motor Vehicle,16100 110TH AVE,5,2017,17-63966
Theft from Motor Vehicle,15600 82A AVE,5,2017,17-63923
Theft from Motor Vehicle,14500 82A AVE,5,2017,17-64349
Theft from Motor Vehicle,8400 148TH ST,5,2017,17-64360
Theft from Motor Vehicle,108TH AVE / 148TH ST,5,2017,17-64895
Theft from Motor Vehicle,10400 152ND ST,5,2017,17-66393
Theft from Motor Vehicle,8200 145TH ST,5,2017,17-64305
Theft from Motor Vehicle,10100 157A ST,5,2017,17-64396
Theft from Motor Vehicle,10800 144TH ST,5,2017,17-64648
Theft from Motor Vehicle,10600 150TH ST,5,2017,17-64854
Theft from Motor Vehicle,9600 148TH ST,5,2017,17-64868
Theft from Motor Vehicle,8200 167A ST,5,2017,17-64818
Theft from Motor Vehicle,10600 142ND ST,5,2017,17-64823
Theft from Motor Vehicle,8700 161ST ST,5,2017,17-65097
Theft from Motor Vehicle,9600 148TH ST,5,2017,17-65297
Theft from Motor Vehicle,8500 152A ST,5,2017,17-65955
Theft from Motor Vehicle,15600 80A AVE,5,2017,17-66142
Theft from Motor Vehicle,15700 87A AVE,5,2017,17-66266
Theft from Motor Vehicle,14600 88TH AVE,5,2017,17-66300
Theft from Motor Vehicle,10300 152ND ST,5,2017,17-66353
Theft from Motor Vehicle,15500 89A AVE,5,2017,17-66371
Theft from Motor Vehicle,14500 84TH AVE,5,2017,17-66287
Theft from Motor Vehicle,10300 152ND ST,5,2017,17-66506
Theft from Motor Vehicle,15100 105TH AVE,5,2017,17-66528
Theft from Motor Vehicle,80A AVE / 160TH ST,5,2017,17-68478
Theft from Motor Vehicle,15900 88TH AVE,5,2017,17-66453
Theft from Motor Vehicle,13800 112A AVE,5,2017,17-66906
Theft from Motor Vehicle,15000 81B AVE,5,2017,17-66989
Theft from Motor Vehicle,15200 84A AVE,5,2017,17-67445
Theft from Motor Vehicle,16100 80A AVE,5,2017,17-67516
Theft from Motor Vehicle,8400 166TH ST,5,2017,17-68312
Theft from Motor Vehicle,15400 84TH AVE,5,2017,17-67405
Theft from Motor Vehicle,15300 84A AVE,5,2017,17-67437
Theft from Motor Vehicle,9500 153A ST,5,2017,17-67492
Theft from Motor Vehicle,16100 80A AVE,5,2017,17-67517
Theft from Motor Vehicle,16100 86B AVE,5,2017,17-67806
Theft from Motor Vehicle,8600 161A ST,5,2017,17-67837
Theft from Motor Vehicle,16000 FRASER HWY,5,2017,17-71769
Theft from Motor Vehicle,9800 168TH ST,5,2017,17-68031
Theft from Motor Vehicle,15000 WESTON PL,5,2017,17-68243
Theft from Motor Vehicle,8200 166TH ST,5,2017,17-68251
Theft from Motor Vehicle,8300 155A ST,5,2017,17-68253
Theft from Motor Vehicle,7800 164A ST,5,2017,17-68271
Theft from Motor Vehicle,15800 80TH AVE,5,2017,17-68693
Theft from Motor Vehicle,15900 82ND AVE,5,2017,17-68829
Theft from Motor Vehicle,10800 166TH ST,5,2017,17-68854
Theft from Motor Vehicle,7700 165TH ST,5,2017,17-68856
Theft from Motor Vehicle,11000 168TH ST,5,2017,17-68874
Theft from Motor Vehicle,7900 155A ST,5,2017,17-69003
Theft from Motor Vehicle,17100 104TH AVE,5,2017,17-69016
Theft from Motor Vehicle,15900 101ST AVE,5,2017,17-69971
Theft from Motor Vehicle,8700 159TH ST,5,2017,17-68833
Theft from Motor Vehicle,16500 77A AVE,5,2017,17-300143
Theft from Motor Vehicle,11200 LANSDOWNE DR,5,2017,17-68888
Theft from Motor Vehicle,11100 CALEDONIA DR,5,2017,17-68936
Theft from Motor Vehicle,17100 104TH AVE,5,2017,17-69408
Theft from Motor Vehicle,14900 92A AVE,5,2017,17-69464
Theft from Motor Vehicle,8300 150A ST,5,2017,17-69474
Theft from Motor Vehicle,16100 96TH AVE,5,2017,17-69757
Theft from Motor Vehicle,8700 159TH ST,5,2017,17-70104
Theft from Motor Vehicle,8300 150A ST,5,2017,17-69413
Theft from Motor Vehicle,15200 83RD AVE,5,2017,17-69420
Theft from Motor Vehicle,14900 98TH AVE,5,2017,17-69923
Theft from Motor Vehicle,15000 87B AVE,5,2017,17-69966
Theft from Motor Vehicle,15700 92ND AVE,5,2017,17-70052
Theft from Motor Vehicle,9400 153RD ST,5,2017,17-70187
Theft from Motor Vehicle,10300 152ND ST,5,2017,17-70203
Theft from Motor Vehicle,9300 152ND ST,5,2017,17-70337
Theft from Motor Vehicle,15600 80A AVE,5,2017,17-70568
Theft from Motor Vehicle,10800 144A ST,5,2017,17-70584
Theft from Motor Vehicle,15600 81A AVE,5,2017,17-70658
Theft from Motor Vehicle,8900 160TH ST,5,2017,17-69925
Theft from Motor Vehicle,15300 92ND AVE,5,2017,17-70600
Theft from Motor Vehicle,10400 152ND ST,5,2017,17-70723
Theft from Motor Vehicle,160TH ST / FRASER HWY,5,2017,17-70814
Theft from Motor Vehicle,15500 80A AVE,5,2017,17-70821
Theft from Motor Vehicle,16400 92A AVE,5,2017,17-71141
Theft from Motor Vehicle,160TH ST / 103RD AVE,5,2017,17-71173
Theft from Motor Vehicle,8300 151ST ST,5,2017,17-71777
Theft from Motor Vehicle,15900 92ND AVE,5,2017,17-71931
Theft from Motor Vehicle,8100 146TH ST,5,2017,17-71082
Theft from Motor Vehicle,10000 155TH ST,5,2017,17-71610
Theft from Motor Vehicle,8700 154B ST,5,2017,17-71632
Theft from Motor Vehicle,15100 82A AVE,5,2017,17-71849
Theft from Motor Vehicle,8000 158TH ST,5,2017,17-72394
Theft from Motor Vehicle,9500 155A ST,5,2017,17-73370
Theft from Motor Vehicle,14200 110TH AVE,5,2017,17-71513
Theft from Motor Vehicle,16300 79TH AVE,5,2017,17-71577
Theft from Motor Vehicle,9300 153RD ST,5,2017,17-71595
Theft from Motor Vehicle,7700 168TH ST,5,2017,17-71897
Theft from Motor Vehicle,10200 157TH ST,5,2017,17-72380
Theft from Motor Vehicle,9400 153A ST,5,2017,17-72104
Theft from Motor Vehicle,15500 103A AVE,5,2017,17-72487
Theft from Motor Vehicle,14800 89TH AVE,5,2017,17-73143
Theft from Motor Vehicle,15900 80A AVE,5,2017,17-73144
Theft from Motor Vehicle,7600 ANVIL WAY,3,2017,17-73431
Theft from Motor Vehicle,12800 85TH AVE,4,2017,17-61127
Theft from Motor Vehicle,12800 85TH AVE,4,2017,17-56579
Theft from Motor Vehicle,14300 72A AVE,4,2017,17-55160
Theft from Motor Vehicle,13200 78A AVE,4,2017,17-55835
Theft from Motor Vehicle,68A AVE / 150TH ST,4,2017,17-59236
Theft from Motor Vehicle,4800 131A ST,4,2017,17-55921
Theft from Motor Vehicle,6800 HELSTON CRES,4,2017,17-56938
Theft from Motor Vehicle,13700 72A AVE,4,2017,17-56942
Theft from Motor Vehicle,14500 64TH AVE,4,2017,17-65461
Theft from Motor Vehicle,6900 135TH ST,4,2017,17-57360
Theft from Motor Vehicle,15000 76TH AVE,4,2017,17-57364
Theft from Motor Vehicle,5800 131ST ST,4,2017,17-57502
Theft from Motor Vehicle,7700 147A ST,5,2017,17-57882
Theft from Motor Vehicle,6900 143RD ST,5,2017,17-57958
Theft from Motor Vehicle,146TH ST / 68TH AVE,5,2017,17-58107
Theft from Motor Vehicle,13100 88TH AVE,5,2017,17-58114
Theft from Motor Vehicle,128TH ST / 74TH AVE,5,2017,17-58166
Theft from Motor Vehicle,7300 128TH ST,5,2017,17-58170
Theft from Motor Vehicle,7600 KING GEORGE BLVD,5,2017,17-58225
Theft from Motor Vehicle,7100 140A ST,5,2017,17-58409
Theft from Motor Vehicle,8200 132ND ST,5,2017,17-58376
Theft from Motor Vehicle,5800 133RD ST,5,2017,17-59722
Theft from Motor Vehicle,13400 81ST AVE,5,2017,17-59410
Theft from Motor Vehicle,7600 KING GEORGE BLVD,5,2017,17-59796
Theft from Motor Vehicle,6000 148TH ST,5,2017,17-59916
Theft from Motor Vehicle,14900 59A AVE,5,2017,17-60163
Theft from Motor Vehicle,14100 84TH AVE,5,2017,17-66414
Theft from Motor Vehicle,13600 84TH AVE,5,2017,17-59933
Theft from Motor Vehicle,12500 70A AVE,5,2017,17-59999
Theft from Motor Vehicle,14800 75A AVE,5,2017,17-60109
Theft from Motor Vehicle,128TH ST / 82ND AVE,5,2017,17-60391
Theft from Motor Vehicle,8100 128TH ST,5,2017,17-60606
Theft from Motor Vehicle,124TH ST / 84TH AVE,5,2017,17-61441
Theft from Motor Vehicle,64TH AVE / 144TH ST,5,2017,17-63501
Theft from Motor Vehicle,7100 128TH ST,5,2017,17-60001
Theft from Motor Vehicle,6500 KING GEORGE BLVD,5,2017,17-60604
Theft from Motor Vehicle,7500 152ND ST,5,2017,17-60678
Theft from Motor Vehicle,8100 128TH ST,5,2017,17-60987
Theft from Motor Vehicle,5600 148A ST,5,2017,17-61913
Theft from Motor Vehicle,15200 68TH AVE,5,2017,17-61177
Theft from Motor Vehicle,7400 KING GEORGE BLVD,5,2017,17-61199
Theft from Motor Vehicle,5700 133A ST,5,2017,17-61390
Theft from Motor Vehicle,14700 68TH AVE,5,2017,17-61418
Theft from Motor Vehicle,6300 121ST ST,5,2017,17-60933
Theft from Motor Vehicle,13300 68TH AVE,5,2017,17-61515
Theft from Motor Vehicle,12600 HAMPTON BLVD N,5,2017,17-61681
Theft from Motor Vehicle,13100 63RD AVE,5,2017,17-61959
Theft from Motor Vehicle,6500 125A ST,5,2017,17-62128
Theft from Motor Vehicle,6200 121ST ST,5,2017,17-61502
Theft from Motor Vehicle,6800 KING GEORGE BLVD,5,2017,17-62196
Theft from Motor Vehicle,12900 66A AVE,5,2017,17-62296
Theft from Motor Vehicle,8600 141ST ST,5,2017,17-62460
Theft from Motor Vehicle,6400 130A ST,5,2017,17-62897
Theft from Motor Vehicle,5900 151ST ST,5,2017,17-62981
Theft from Motor Vehicle,7900 REDTAIL PL,5,2017,17-63012
Theft from Motor Vehicle,6900 KING GEORGE BLVD,5,2017,17-63202
Theft from Motor Vehicle,8100 132ND ST,5,2017,17-63974
Theft from Motor Vehicle,14800 73A AVE,5,2017,17-63430
Theft from Motor Vehicle,12400 69A AVE,5,2017,17-63467
Theft from Motor Vehicle,12100 66TH AVE,5,2017,17-63570
Theft from Motor Vehicle,6500 124A ST,5,2017,17-63581
Theft from Motor Vehicle,7100 138TH ST,5,2017,17-63715
Theft from Motor Vehicle,14000 86TH AVE,5,2017,17-66969
Theft from Motor Vehicle,58TH AVE / 150TH ST,5,2017,17-63921
Theft from Motor Vehicle,12700 68TH AVE,5,2017,17-64003
Theft from Motor Vehicle,14000 86A AVE,5,2017,17-64171
Theft from Motor Vehicle,7500 KING GEORGE BLVD,5,2017,17-64415
Theft from Motor Vehicle,8300 128TH ST,5,2017,17-64571
Theft from Motor Vehicle,13400 57TH AVE,5,2017,17-64334
Theft from Motor Vehicle,12400 69A AVE,5,2017,17-64383
Theft from Motor Vehicle,63RD AVE / 128TH ST,5,2017,17-64795
Theft from Motor Vehicle,7100 134TH ST,5,2017,17-64771
Theft from Motor Vehicle,7500 152ND ST,5,2017,17-65047
Theft from Motor Vehicle,13200 87B AVE,5,2017,17-65326
Theft from Motor Vehicle,13300 78A AVE,5,2017,17-64769
Theft from Motor Vehicle,14300 68A AVE,5,2017,17-65283
Theft from Motor Vehicle,15100 72ND AVE,5,2017,17-65447
Theft from Motor Vehicle,7800 148TH ST,5,2017,17-65783
Theft from Motor Vehicle,6900 125A ST,5,2017,17-65805
Theft from Motor Vehicle,14400 74TH AVE,5,2017,17-65835
Theft from Motor Vehicle,7400 121A ST,5,2017,17-66017
Theft from Motor Vehicle,144TH ST / 72ND AVE,5,2017,17-65292
Theft from Motor Vehicle,7400 KING GEORGE BLVD,5,2017,17-66073
Theft from Motor Vehicle,12600 68TH AVE,5,2017,17-66122
Theft from Motor Vehicle,7600 142ND ST,5,2017,17-66339
Theft from Motor Vehicle,12500 71ST AVE,5,2017,17-66275
Theft from Motor Vehicle,7600 142ND ST,5,2017,17-66407
Theft from Motor Vehicle,8300 120A ST,5,2017,17-66939
Theft from Motor Vehicle,7700 148TH ST,5,2017,17-67616
Theft from Motor Vehicle,14600 73A AVE,5,2017,17-68411
Theft from Motor Vehicle,15000 66A AVE,5,2017,17-66898
Theft from Motor Vehicle,6900 KING GEORGE BLVD,5,2017,17-68560
Theft from Motor Vehicle,7600 147A ST,5,2017,17-67821
Theft from Motor Vehicle,12000 NORDEL WAY,5,2017,17-67855
Theft from Motor Vehicle,6100 127A ST,5,2017,17-68013
Theft from Motor Vehicle,12300 81A AVE,5,2017,17-68067
Theft from Motor Vehicle,12700 72ND AVE,5,2017,17-68252
Theft from Motor Vehicle,144TH ST / 78TH AVE,5,2017,17-68301
Theft from Motor Vehicle,6200 BOUNDARY DR W,5,2017,17-68378
Theft from Motor Vehicle,14300 63A AVE,5,2017,17-68463
Theft from Motor Vehicle,6500 135TH ST,5,2017,17-68546
Theft from Motor Vehicle,4800 131A ST,5,2017,17-68576
Theft from Motor Vehicle,12600 72ND AVE,5,2017,17-68828
Theft from Motor Vehicle,6900 152ND ST,5,2017,17-68844
Theft from Motor Vehicle,14300 84A AVE,5,2017,17-68853
Theft from Motor Vehicle,12400 82ND AVE,5,2017,17-69421
Theft from Motor Vehicle,7600 KING GEORGE BLVD,5,2017,17-69589
Theft from Motor Vehicle,14400 74TH AVE,5,2017,17-69950
Theft from Motor Vehicle,14900 57TH AVE,5,2017,17-70286
Theft from Motor Vehicle,15300 KILDARE DR,5,2017,17-70396
Theft from Motor Vehicle,5800 135A ST,5,2017,17-70835
Theft from Motor Vehicle,72A AVE / 123RD ST,5,2017,17-71301
Theft from Motor Vehicle,14100 68TH AVE,5,2017,17-71902
Theft from Motor Vehicle,6700 131A ST,5,2017,17-71122
Theft from Motor Vehicle,6100 138TH ST,5,2017,17-71225
Theft from Motor Vehicle,6000 133A ST,5,2017,17-71305
Theft from Motor Vehicle,12600 64TH AVE,5,2017,17-71330
Theft from Motor Vehicle,5700 136B ST,5,2017,17-72173
Theft from Motor Vehicle,80TH AVE / KING GEORGE BLVD,5,2017,17-71751
Theft from Motor Vehicle,5800 135TH ST,5,2017,17-72106
Theft from Motor Vehicle,12400 82ND AVE,5,2017,17-72112
Theft from Motor Vehicle,7900 128TH ST,5,2017,17-72151
Theft from Motor Vehicle,132ND ST / 62ND AVE,5,2017,17-72204
Theft from Motor Vehicle,5000 125A ST,5,2017,17-72324
Theft from Motor Vehicle,12200 72A AVE,5,2017,17-72396
Theft from Motor Vehicle,7800 140TH ST,5,2017,17-72642
Theft from Motor Vehicle,17400 63A AVE,1,2017,17-8663
Theft from Motor Vehicle,189TH ST / 53A AVE,4,2017,17-64846
Theft from Motor Vehicle,5900 165TH ST,4,2017,17-56493
Theft from Motor Vehicle,6400 194TH ST,4,2017,17-57505
Theft from Motor Vehicle,5500 185TH ST,4,2017,17-65972
Theft from Motor Vehicle,17200 58TH AVE,4,2017,17-55812
Theft from Motor Vehicle,61ST AVE / 167A ST,4,2017,17-55896
Theft from Motor Vehicle,18800 70TH AVE,4,2017,17-57468
Theft from Motor Vehicle,17300 64A AVE,4,2017,17-57968
Theft from Motor Vehicle,19000 69TH AVE,4,2017,17-57015
Theft from Motor Vehicle,18900 70A AVE,4,2017,17-56997
Theft from Motor Vehicle,6400 194TH ST,4,2017,17-57064
Theft from Motor Vehicle,5400 188TH ST,4,2017,17-57430
Theft from Motor Vehicle,5900 176TH ST,4,2017,17-57444
Theft from Motor Vehicle,19500 TELEGRAPH TR,5,2017,17-57418
Theft from Motor Vehicle,6300 168TH ST,5,2017,17-57795
Theft from Motor Vehicle,6000 181ST ST,5,2017,17-57943
Theft from Motor Vehicle,18900 80TH AVE,5,2017,17-74545
Theft from Motor Vehicle,5700 173RD ST,5,2017,17-58615
Theft from Motor Vehicle,17700 56TH AVE,5,2017,17-58626
Theft from Motor Vehicle,19500 94TH AVE,5,2017,17-64844
Theft from Motor Vehicle,17600 60TH AVE,5,2017,17-58702
Theft from Motor Vehicle,6800 195A ST,5,2017,17-58905
Theft from Motor Vehicle,19300 72ND AVE,5,2017,17-58931
Theft from Motor Vehicle,18900 70A AVE,5,2017,17-58952
Theft from Motor Vehicle,17000 57TH AVE,5,2017,17-59192
Theft from Motor Vehicle,5700 173RD ST,5,2017,17-70224
Theft from Motor Vehicle,17100 60TH AVE,5,2017,17-58402
Theft from Motor Vehicle,17000 57TH AVE,5,2017,17-59200
Theft from Motor Vehicle,6600 193RD ST,5,2017,17-59677
Theft from Motor Vehicle,18900 55A AVE,5,2017,17-59527
Theft from Motor Vehicle,19500 FRASER HWY,5,2017,17-60026
Theft from Motor Vehicle,19200 72ND AVE,5,2017,17-60092
Theft from Motor Vehicle,18600 53A AVE,5,2017,17-60179
Theft from Motor Vehicle,18700 88TH AVE,5,2017,17-60270
Theft from Motor Vehicle,53RD AVE / 184TH ST,5,2017,17-60306
Theft from Motor Vehicle,17700 58TH AVE,5,2017,17-60310
Theft from Motor Vehicle,18500 55TH AVE,5,2017,17-60912
Theft from Motor Vehicle,6600 185A ST,5,2017,17-60916
Theft from Motor Vehicle,5400 186TH ST,5,2017,17-61039
Theft from Motor Vehicle,68A AVE / 188TH ST,5,2017,17-61081
Theft from Motor Vehicle,19100 69TH AVE,5,2017,17-61408
Theft from Motor Vehicle,18600 62ND AVE,5,2017,17-61622
Theft from Motor Vehicle,5800 167A ST,5,2017,17-62443
Theft from Motor Vehicle,6000 171ST ST,5,2017,17-61576
Theft from Motor Vehicle,6000 170TH ST,5,2017,17-61860
Theft from Motor Vehicle,17400 57TH AVE,5,2017,17-61885
Theft from Motor Vehicle,6100 170A ST,5,2017,17-61946
Theft from Motor Vehicle,18900 71ST AVE,5,2017,17-62326
Theft from Motor Vehicle,19000 67A AVE,5,2017,17-62392
Theft from Motor Vehicle,6700 184TH ST,5,2017,17-62410
Theft from Motor Vehicle,18900 67A AVE,5,2017,17-62459
Theft from Motor Vehicle,16900 FRIESIAN DR,5,2017,17-62585
Theft from Motor Vehicle,6700 184TH ST,5,2017,17-62718
Theft from Motor Vehicle,6100 194TH ST,5,2017,17-62908
Theft from Motor Vehicle,5900 ANGUS PL,5,2017,17-63057
Theft from Motor Vehicle,8600 168TH ST,5,2017,17-62394
Theft from Motor Vehicle,6600 BLOCK 185A ST,5,2017,17-62831
Theft from Motor Vehicle,5800 184A ST,5,2017,17-62985
Theft from Motor Vehicle,19400 55TH AVE,5,2017,17-64469
Theft from Motor Vehicle,5700 167TH ST,5,2017,17-66135
Theft from Motor Vehicle,16800 57A AVE,5,2017,17-63445
Theft from Motor Vehicle,6200 190TH ST,5,2017,17-63463
Theft from Motor Vehicle,6900 193RD ST,5,2017,17-63588
Theft from Motor Vehicle,16900 FRIESIAN DR,5,2017,17-64115
Theft from Motor Vehicle,18300 67TH AVE,5,2017,17-64302
Theft from Motor Vehicle,18500 64A AVE,5,2017,17-64309
Theft from Motor Vehicle,6700 192ND ST,5,2017,17-64329
Theft from Motor Vehicle,5900 164TH ST,5,2017,17-67675
Theft from Motor Vehicle,17200 JERSEY DR,5,2017,17-64480
Theft from Motor Vehicle,8400 GREENBROOK PL,5,2017,17-64479
Theft from Motor Vehicle,8400 GREENBROOK PL,5,2017,17-64495
Theft from Motor Vehicle,9700 187TH ST,5,2017,17-64754
Theft from Motor Vehicle,17700 60TH AVE,5,2017,17-64719
Theft from Motor Vehicle,19000 68TH AVE,5,2017,17-65270
Theft from Motor Vehicle,6200 191A ST,5,2017,17-65290
Theft from Motor Vehicle,7100 189TH ST,5,2017,17-65329
Theft from Motor Vehicle,5700 167TH ST,5,2017,17-65281
Theft from Motor Vehicle,16400 59A AVE,5,2017,17-65299
Theft from Motor Vehicle,60TH AVE / 168TH ST,5,2017,17-65331
Theft from Motor Vehicle,17400 64A AVE,5,2017,17-65785
Theft from Motor Vehicle,19500 73RD AVE,5,2017,17-66252
Theft from Motor Vehicle,19100 87A AVE,5,2017,17-66377
Theft from Motor Vehicle,6800 180TH ST,5,2017,17-67132
Theft from Motor Vehicle,17100 63RD AVE,5,2017,17-69074
Theft from Motor Vehicle,6700 180TH ST,5,2017,17-71730
Theft from Motor Vehicle,176A ST / 60TH AVE,5,2017,17-66834
Theft from Motor Vehicle,19500 68A AVE,5,2017,17-66852
Theft from Motor Vehicle,6700 181A ST,5,2017,17-67411
Theft from Motor Vehicle,8700 HARVIE RD,5,2017,17-67428
Theft from Motor Vehicle,8800 HARVIE RD,5,2017,17-67614
Theft from Motor Vehicle,18400 55TH AVE,5,2017,17-67826
Theft from Motor Vehicle,8900 HARVIE RD,5,2017,17-68254
Theft from Motor Vehicle,18500 60A AVE,5,2017,17-68269
Theft from Motor Vehicle,8800 HARVIE RD,5,2017,17-68240
Theft from Motor Vehicle,6200 175A ST,5,2017,17-69084
Theft from Motor Vehicle,18800 70TH AVE,5,2017,17-69155
Theft from Motor Vehicle,6800 189TH ST,5,2017,17-69376
Theft from Motor Vehicle,19100 72ND AVE,5,2017,17-69377
Theft from Motor Vehicle,9500 190TH ST,5,2017,17-69407
Theft from Motor Vehicle,5800 188A ST,5,2017,17-69653
Theft from Motor Vehicle,8800 HARVIE RD,5,2017,17-69822
Theft from Motor Vehicle,8900 HARVIE RD,5,2017,17-70011
Theft from Motor Vehicle,6300 188TH ST,5,2017,17-70537
Theft from Motor Vehicle,6500 185TH ST,5,2017,17-70652
Theft from Motor Vehicle,6400 184A ST,5,2017,17-70669
Theft from Motor Vehicle,6000 173A ST,5,2017,17-71720
Theft from Motor Vehicle,5500 180TH ST,5,2017,17-71962
Theft from Motor Vehicle,18600 54TH AVE,5,2017,17-70590
Theft from Motor Vehicle,185TH ST / 65TH AVE,5,2017,17-71129
Theft from Motor Vehicle,5700 184A ST,5,2017,17-71627
Theft from Motor Vehicle,18200 60A AVE,5,2017,17-71662
Theft from Motor Vehicle,6500 187TH ST,5,2017,17-71894
Theft from Motor Vehicle,17900 55TH AVE,5,2017,17-71994
Theft from Motor Vehicle,17300 61A AVE,5,2017,17-72403
Theft from Motor Vehicle,6500 192ND ST,5,2017,17-72663
Theft from Motor Vehicle,19300 73B AVE,5,2017,17-72685
